Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model for
"LMC 2" dust with C/H = b_C = 10.e-6 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

Calculated by B.T. Draine, Princeton University, 2001.07.05

References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron) [2401 values from 1.e-2 to 1.e4 um]
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
C_ext/H = extinction cross section per H nucleon (cm^2/H)
K_abs   = absorption cross section per mass of dust (cm^2/gram)

 lambda   albedo    g     C_ext/H    K_abs
(micron)                  (cm^2/H)  (cm^2/g)
--------- ------  ------ --------- ---------
4.786E-02 0.2683  0.8369 4.571E-22 5.899E+04
4.814E-02 0.2678  0.8354 4.591E-22 5.929E+04
4.842E-02 0.2673  0.8339 4.612E-22 5.960E+04
4.870E-02 0.2668  0.8323 4.634E-22 5.992E+04
4.898E-02 0.2664  0.8307 4.655E-22 6.023E+04
4.926E-02 0.2659  0.8291 4.677E-22 6.055E+04
4.955E-02 0.2655  0.8275 4.700E-22 6.088E+04
4.983E-02 0.2651  0.8259 4.722E-22 6.121E+04
5.012E-02 0.2646  0.8242 4.746E-22 6.155E+04
5.041E-02 0.2642  0.8224 4.770E-22 6.190E+04
5.070E-02 0.2638  0.8207 4.795E-22 6.226E+04
5.099E-02 0.2635  0.8188 4.821E-22 6.262E+04
5.129E-02 0.2631  0.8169 4.847E-22 6.299E+04
5.158E-02 0.2628  0.8150 4.874E-22 6.337E+04
5.188E-02 0.2625  0.8130 4.901E-22 6.375E+04
5.218E-02 0.2622  0.8110 4.929E-22 6.414E+04
5.248E-02 0.2619  0.8088 4.958E-22 6.454E+04
5.278E-02 0.2617  0.8066 4.988E-22 6.495E+04
5.309E-02 0.2614  0.8044 5.020E-22 6.539E+04
5.339E-02 0.2612  0.8020 5.053E-22 6.583E+04
5.370E-02 0.2610  0.7996 5.087E-22 6.629E+04
5.401E-02 0.2606  0.7973 5.121E-22 6.677E+04
5.433E-02 0.2600  0.7952 5.155E-22 6.728E+04
5.464E-02 0.2596  0.7928 5.192E-22 6.781E+04
5.495E-02 0.2592  0.7902 5.232E-22 6.836E+04
5.527E-02 0.2591  0.7873 5.275E-22 6.893E+04
5.559E-02 0.2590  0.7841 5.321E-22 6.953E+04
5.591E-02 0.2592  0.7808 5.369E-22 7.015E+04
5.623E-02 0.2594  0.7771 5.419E-22 7.078E+04
5.656E-02 0.2611  0.7725 5.464E-22 7.120E+04
5.689E-02 0.2635  0.7671 5.510E-22 7.157E+04
5.721E-02 0.2657  0.7614 5.564E-22 7.206E+04
5.754E-02 0.2676  0.7555 5.626E-22 7.266E+04
5.788E-02 0.2693  0.7494 5.694E-22 7.337E+04
5.821E-02 0.2661  0.7487 5.822E-22 7.535E+04
5.855E-02 0.2656  0.7421 5.941E-22 7.695E+04
5.888E-02 0.2651  0.7354 6.067E-22 7.864E+04
5.922E-02 0.2633  0.7282 6.227E-22 8.091E+04
5.957E-02 0.2604  0.7211 6.415E-22 8.367E+04
5.991E-02 0.2574  0.7142 6.607E-22 8.653E+04
6.026E-02 0.2543  0.7076 6.803E-22 8.947E+04
6.060E-02 0.2511  0.7013 7.004E-22 9.251E+04
6.095E-02 0.2479  0.6952 7.211E-22 9.565E+04
6.131E-02 0.2445  0.6892 7.423E-22 9.890E+04
6.166E-02 0.2412  0.6835 7.641E-22 1.023E+05
6.202E-02 0.2379  0.6780 7.863E-22 1.057E+05
6.237E-02 0.2341  0.6745 8.056E-22 1.088E+05
6.273E-02 0.2305  0.6714 8.244E-22 1.119E+05
6.310E-02 0.2270  0.6685 8.426E-22 1.149E+05
6.346E-02 0.2236  0.6659 8.603E-22 1.178E+05
6.383E-02 0.2204  0.6635 8.774E-22 1.206E+05
6.419E-02 0.2173  0.6614 8.938E-22 1.234E+05
6.457E-02 0.2144  0.6595 9.095E-22 1.260E+05
6.494E-02 0.2116  0.6579 9.244E-22 1.285E+05
6.531E-02 0.2089  0.6564 9.384E-22 1.309E+05
6.569E-02 0.2066  0.6550 9.510E-22 1.331E+05
6.607E-02 0.2044  0.6537 9.630E-22 1.351E+05
6.645E-02 0.2023  0.6525 9.744E-22 1.371E+05
6.683E-02 0.2005  0.6514 9.841E-22 1.388E+05
6.722E-02 0.1987  0.6504 9.942E-22 1.405E+05
6.761E-02 0.1969  0.6495 1.004E-21 1.422E+05
6.800E-02 0.1951  0.6486 1.013E-21 1.438E+05
6.839E-02 0.1935  0.6479 1.022E-21 1.453E+05
6.879E-02 0.1919  0.6473 1.030E-21 1.468E+05
6.918E-02 0.1904  0.6465 1.037E-21 1.481E+05
6.958E-02 0.1891  0.6458 1.045E-21 1.494E+05
6.998E-02 0.1879  0.6452 1.051E-21 1.505E+05
7.039E-02 0.1869  0.6445 1.056E-21 1.514E+05
7.079E-02 0.1861  0.6439 1.060E-21 1.522E+05
7.120E-02 0.1855  0.6434 1.063E-21 1.527E+05
7.161E-02 0.1852  0.6429 1.064E-21 1.529E+05
7.203E-02 0.1850  0.6424 1.064E-21 1.530E+05
7.244E-02 0.1851  0.6420 1.063E-21 1.527E+05
7.286E-02 0.1855  0.6416 1.059E-21 1.522E+05
7.328E-02 0.1906  0.6228 1.096E-21 1.565E+05
7.371E-02 0.1912  0.6241 1.086E-21 1.549E+05
7.413E-02 0.1919  0.6254 1.075E-21 1.532E+05
7.456E-02 0.1928  0.6268 1.062E-21 1.513E+05
7.499E-02 0.1937  0.6283 1.049E-21 1.492E+05
7.542E-02 0.1948  0.6298 1.036E-21 1.471E+05
7.586E-02 0.1959  0.6315 1.021E-21 1.448E+05
7.630E-02 0.1971  0.6333 1.007E-21 1.426E+05
7.674E-02 0.1982  0.6351 9.924E-22 1.403E+05
7.718E-02 0.1993  0.6371 9.777E-22 1.381E+05
7.762E-02 0.2006  0.6388 9.637E-22 1.359E+05
7.807E-02 0.2024  0.6395 9.513E-22 1.338E+05
7.852E-02 0.2041  0.6402 9.392E-22 1.318E+05
7.898E-02 0.2059  0.6409 9.275E-22 1.299E+05
7.943E-02 0.2076  0.6416 9.160E-22 1.280E+05
7.989E-02 0.2093  0.6423 9.050E-22 1.262E+05
8.035E-02 0.2109  0.6430 8.943E-22 1.245E+05
8.082E-02 0.2125  0.6437 8.839E-22 1.228E+05
8.128E-02 0.2141  0.6443 8.739E-22 1.211E+05
8.175E-02 0.2156  0.6450 8.642E-22 1.196E+05
8.222E-02 0.2170  0.6457 8.548E-22 1.180E+05
8.270E-02 0.2184  0.6464 8.459E-22 1.166E+05
8.318E-02 0.2194  0.6470 8.380E-22 1.154E+05
8.366E-02 0.2204  0.6476 8.305E-22 1.142E+05
8.414E-02 0.2213  0.6481 8.234E-22 1.131E+05
8.463E-02 0.2222  0.6486 8.166E-22 1.120E+05
8.511E-02 0.2229  0.6491 8.102E-22 1.110E+05
8.561E-02 0.2235  0.6495 8.042E-22 1.101E+05
8.610E-02 0.2241  0.6500 7.984E-22 1.093E+05
8.660E-02 0.2246  0.6504 7.929E-22 1.084E+05
8.710E-02 0.2250  0.6508 7.877E-22 1.077E+05
8.760E-02 0.2253  0.6511 7.827E-22 1.069E+05
8.810E-02 0.2255  0.6515 7.780E-22 1.063E+05
8.861E-02 0.2258  0.6516 7.738E-22 1.056E+05
8.913E-02 0.2272  0.6496 7.716E-22 1.052E+05
8.964E-02 0.2287  0.6474 7.699E-22 1.047E+05
9.016E-02 0.2303  0.6449 7.685E-22 1.043E+05
9.068E-02 0.2320  0.6421 7.675E-22 1.039E+05
9.120E-02 0.2338  0.6391 7.665E-22 1.036E+05
9.173E-02 0.2355  0.6376 7.630E-22 1.029E+05
9.226E-02 0.2372  0.6363 7.591E-22 1.021E+05
9.279E-02 0.2389  0.6352 7.547E-22 1.013E+05
9.333E-02 0.2406  0.6343 7.501E-22 1.005E+05
9.386E-02 0.2422  0.6335 7.455E-22 9.963E+04
9.441E-02 0.2438  0.6327 7.408E-22 9.880E+04
9.495E-02 0.2453  0.6321 7.360E-22 9.796E+04
9.550E-02 0.2468  0.6316 7.311E-22 9.712E+04
9.605E-02 0.2483  0.6312 7.262E-22 9.628E+04
9.661E-02 0.2498  0.6308 7.213E-22 9.543E+04
9.716E-02 0.2513  0.6304 7.164E-22 9.459E+04
9.772E-02 0.2528  0.6301 7.115E-22 9.376E+04
9.829E-02 0.2543  0.6297 7.067E-22 9.294E+04
9.886E-02 0.2558  0.6294 7.018E-22 9.212E+04
9.943E-02 0.2573  0.6292 6.970E-22 9.130E+04
1.000E-01 0.2590  0.6289 6.917E-22 9.041E+04
1.006E-01 0.2608  0.6285 6.866E-22 8.952E+04
1.012E-01 0.2626  0.6281 6.813E-22 8.861E+04
1.017E-01 0.2644  0.6279 6.759E-22 8.769E+04
1.023E-01 0.2663  0.6278 6.703E-22 8.674E+04
1.029E-01 0.2682  0.6281 6.641E-22 8.571E+04
1.035E-01 0.2701  0.6286 6.577E-22 8.466E+04
1.041E-01 0.2720  0.6292 6.513E-22 8.363E+04
1.047E-01 0.2738  0.6299 6.449E-22 8.260E+04
1.053E-01 0.2755  0.6308 6.388E-22 8.162E+04
1.059E-01 0.2769  0.6316 6.329E-22 8.070E+04
1.065E-01 0.2784  0.6324 6.271E-22 7.981E+04
1.072E-01 0.2797  0.6333 6.215E-22 7.895E+04
1.078E-01 0.2811  0.6341 6.160E-22 7.811E+04
1.084E-01 0.2825  0.6348 6.108E-22 7.729E+04
1.090E-01 0.2838  0.6355 6.056E-22 7.649E+04
1.096E-01 0.2852  0.6360 6.006E-22 7.571E+04
1.103E-01 0.2866  0.6366 5.957E-22 7.494E+04
1.109E-01 0.2880  0.6371 5.909E-22 7.420E+04
1.116E-01 0.2894  0.6376 5.862E-22 7.346E+04
1.122E-01 0.2908  0.6380 5.816E-22 7.274E+04
1.128E-01 0.2922  0.6385 5.771E-22 7.203E+04
1.135E-01 0.2937  0.6389 5.726E-22 7.133E+04
1.142E-01 0.2951  0.6393 5.682E-22 7.064E+04
1.148E-01 0.2965  0.6396 5.639E-22 6.997E+04
1.155E-01 0.2980  0.6399 5.597E-22 6.930E+04
1.161E-01 0.2994  0.6402 5.556E-22 6.864E+04
1.168E-01 0.3009  0.6404 5.515E-22 6.800E+04
1.175E-01 0.3024  0.6406 5.475E-22 6.736E+04
1.182E-01 0.3038  0.6408 5.435E-22 6.673E+04
1.189E-01 0.3053  0.6409 5.396E-22 6.611E+04
1.195E-01 0.3069  0.6410 5.358E-22 6.549E+04
1.202E-01 0.3084  0.6411 5.320E-22 6.489E+04
1.209E-01 0.3099  0.6412 5.282E-22 6.429E+04
1.216E-01 0.3114  0.6412 5.246E-22 6.370E+04
1.223E-01 0.3130  0.6413 5.210E-22 6.312E+04
1.230E-01 0.3145  0.6412 5.174E-22 6.255E+04
1.237E-01 0.3161  0.6412 5.139E-22 6.199E+04
1.245E-01 0.3177  0.6412 5.105E-22 6.143E+04
1.252E-01 0.3192  0.6411 5.071E-22 6.088E+04
1.259E-01 0.3208  0.6410 5.038E-22 6.034E+04
1.266E-01 0.3224  0.6408 5.005E-22 5.981E+04
1.274E-01 0.3241  0.6407 4.973E-22 5.928E+04
1.281E-01 0.3257  0.6405 4.941E-22 5.876E+04
1.288E-01 0.3273  0.6403 4.910E-22 5.825E+04
1.296E-01 0.3290  0.6401 4.879E-22 5.774E+04
1.303E-01 0.3312  0.6398 4.842E-22 5.711E+04
1.311E-01 0.3327  0.6395 4.813E-22 5.664E+04
1.318E-01 0.3343  0.6392 4.786E-22 5.618E+04
1.326E-01 0.3360  0.6388 4.759E-22 5.573E+04
1.334E-01 0.3376  0.6384 4.732E-22 5.528E+04
1.341E-01 0.3393  0.6380 4.706E-22 5.484E+04
1.349E-01 0.3409  0.6375 4.680E-22 5.440E+04
1.357E-01 0.3427  0.6370 4.655E-22 5.397E+04
1.365E-01 0.3444  0.6364 4.631E-22 5.354E+04
1.372E-01 0.3462  0.6358 4.607E-22 5.312E+04
1.380E-01 0.3480  0.6351 4.583E-22 5.271E+04
1.388E-01 0.3498  0.6344 4.560E-22 5.229E+04
1.396E-01 0.3518  0.6336 4.538E-22 5.188E+04
1.404E-01 0.3538  0.6327 4.516E-22 5.147E+04
1.413E-01 0.3559  0.6317 4.495E-22 5.105E+04
1.421E-01 0.3584  0.6305 4.473E-22 5.061E+04
1.429E-01 0.3611  0.6293 4.450E-22 5.015E+04
1.437E-01 0.3641  0.6282 4.426E-22 4.964E+04
1.445E-01 0.3675  0.6270 4.400E-22 4.908E+04
1.454E-01 0.3711  0.6260 4.373E-22 4.850E+04
1.462E-01 0.3748  0.6252 4.344E-22 4.789E+04
1.471E-01 0.3787  0.6245 4.314E-22 4.727E+04
1.479E-01 0.3826  0.6238 4.284E-22 4.664E+04
1.488E-01 0.3866  0.6233 4.253E-22 4.602E+04
1.496E-01 0.3908  0.6228 4.221E-22 4.535E+04
1.505E-01 0.3953  0.6223 4.190E-22 4.468E+04
1.514E-01 0.3997  0.6218 4.158E-22 4.402E+04
1.522E-01 0.4043  0.6213 4.127E-22 4.336E+04
1.531E-01 0.4089  0.6208 4.096E-22 4.270E+04
1.540E-01 0.4137  0.6203 4.065E-22 4.204E+04
1.549E-01 0.4185  0.6197 4.035E-22 4.138E+04
1.558E-01 0.4233  0.6191 4.005E-22 4.074E+04
1.567E-01 0.4281  0.6185 3.976E-22 4.011E+04
1.576E-01 0.4330  0.6179 3.947E-22 3.947E+04
1.585E-01 0.4380  0.6172 3.919E-22 3.885E+04
1.594E-01 0.4430  0.6165 3.891E-22 3.822E+04
1.603E-01 0.4481  0.6157 3.863E-22 3.760E+04
1.613E-01 0.4533  0.6148 3.837E-22 3.699E+04
1.622E-01 0.4586  0.6138 3.811E-22 3.639E+04
1.631E-01 0.4638  0.6127 3.785E-22 3.580E+04
1.641E-01 0.4692  0.6117 3.761E-22 3.521E+04
1.650E-01 0.4745  0.6105 3.737E-22 3.463E+04
1.660E-01 0.4797  0.6094 3.714E-22 3.408E+04
1.669E-01 0.4849  0.6083 3.692E-22 3.354E+04
1.679E-01 0.4900  0.6070 3.670E-22 3.301E+04
1.688E-01 0.4952  0.6058 3.649E-22 3.249E+04
1.698E-01 0.5004  0.6044 3.629E-22 3.198E+04
1.708E-01 0.5054  0.6032 3.610E-22 3.149E+04
1.718E-01 0.5104  0.6019 3.591E-22 3.101E+04
1.728E-01 0.5154  0.6005 3.573E-22 3.053E+04
1.738E-01 0.5204  0.5992 3.556E-22 3.007E+04
1.748E-01 0.5254  0.5978 3.539E-22 2.963E+04
1.758E-01 0.5302  0.5964 3.524E-22 2.919E+04
1.768E-01 0.5350  0.5949 3.509E-22 2.878E+04
1.778E-01 0.5397  0.5934 3.495E-22 2.837E+04
1.789E-01 0.5443  0.5919 3.481E-22 2.798E+04
1.799E-01 0.5488  0.5904 3.468E-22 2.760E+04
1.809E-01 0.5531  0.5891 3.456E-22 2.724E+04
1.820E-01 0.5573  0.5878 3.444E-22 2.689E+04
1.830E-01 0.5613  0.5865 3.434E-22 2.657E+04
1.841E-01 0.5650  0.5853 3.425E-22 2.628E+04
1.851E-01 0.5684  0.5841 3.418E-22 2.602E+04
1.862E-01 0.5714  0.5829 3.412E-22 2.579E+04
1.873E-01 0.5742  0.5815 3.407E-22 2.559E+04
1.884E-01 0.5767  0.5803 3.403E-22 2.541E+04
1.895E-01 0.5789  0.5791 3.399E-22 2.524E+04
1.905E-01 0.5812  0.5780 3.396E-22 2.508E+04
1.916E-01 0.5834  0.5769 3.393E-22 2.493E+04
1.928E-01 0.5854  0.5761 3.392E-22 2.480E+04
1.939E-01 0.5869  0.5753 3.392E-22 2.471E+04
1.950E-01 0.5880  0.5745 3.396E-22 2.467E+04
1.961E-01 0.5887  0.5736 3.401E-22 2.467E+04
1.972E-01 0.5889  0.5725 3.408E-22 2.471E+04
1.984E-01 0.5888  0.5714 3.416E-22 2.477E+04
1.995E-01 0.5885  0.5702 3.425E-22 2.485E+04
2.007E-01 0.5879  0.5692 3.433E-22 2.495E+04
2.018E-01 0.5872  0.5685 3.441E-22 2.505E+04
2.030E-01 0.5863  0.5681 3.449E-22 2.516E+04
2.042E-01 0.5852  0.5681 3.457E-22 2.529E+04
2.054E-01 0.5838  0.5681 3.466E-22 2.544E+04
2.065E-01 0.5822  0.5680 3.477E-22 2.563E+04
2.077E-01 0.5804  0.5678 3.489E-22 2.582E+04
2.089E-01 0.5786  0.5674 3.500E-22 2.602E+04
2.101E-01 0.5768  0.5669 3.509E-22 2.619E+04
2.113E-01 0.5756  0.5662 3.515E-22 2.631E+04
2.126E-01 0.5747  0.5655 3.517E-22 2.638E+04
2.138E-01 0.5743  0.5651 3.514E-22 2.639E+04
2.150E-01 0.5742  0.5653 3.506E-22 2.633E+04
2.163E-01 0.5746  0.5659 3.493E-22 2.621E+04
2.175E-01 0.5754  0.5667 3.478E-22 2.604E+04
2.188E-01 0.5767  0.5675 3.460E-22 2.583E+04
2.200E-01 0.5784  0.5682 3.439E-22 2.557E+04
2.213E-01 0.5804  0.5687 3.415E-22 2.527E+04
2.226E-01 0.5826  0.5691 3.389E-22 2.494E+04
2.239E-01 0.5852  0.5693 3.359E-22 2.457E+04
2.252E-01 0.5882  0.5694 3.325E-22 2.415E+04
2.265E-01 0.5914  0.5696 3.288E-22 2.370E+04
2.278E-01 0.5950  0.5699 3.249E-22 2.321E+04
2.291E-01 0.5990  0.5706 3.208E-22 2.269E+04
2.304E-01 0.6033  0.5715 3.167E-22 2.215E+04
2.317E-01 0.6078  0.5725 3.126E-22 2.162E+04
2.331E-01 0.6124  0.5734 3.087E-22 2.110E+04
2.344E-01 0.6170  0.5741 3.049E-22 2.059E+04
2.358E-01 0.6216  0.5747 3.012E-22 2.010E+04
2.371E-01 0.6261  0.5750 2.977E-22 1.963E+04
2.385E-01 0.6304  0.5752 2.943E-22 1.918E+04
2.399E-01 0.6346  0.5751 2.910E-22 1.875E+04
2.413E-01 0.6386  0.5750 2.876E-22 1.833E+04
2.427E-01 0.6425  0.5750 2.843E-22 1.792E+04
2.441E-01 0.6464  0.5751 2.810E-22 1.752E+04
2.455E-01 0.6502  0.5756 2.778E-22 1.714E+04
2.469E-01 0.6538  0.5762 2.747E-22 1.677E+04
2.483E-01 0.6573  0.5768 2.719E-22 1.643E+04
2.497E-01 0.6606  0.5774 2.692E-22 1.612E+04
2.512E-01 0.6637  0.5780 2.667E-22 1.582E+04
2.526E-01 0.6666  0.5784 2.643E-22 1.554E+04
2.541E-01 0.6694  0.5787 2.621E-22 1.528E+04
2.556E-01 0.6718  0.5788 2.600E-22 1.505E+04
2.570E-01 0.6742  0.5788 2.579E-22 1.482E+04
2.585E-01 0.6763  0.5787 2.558E-22 1.460E+04
2.600E-01 0.6784  0.5786 2.536E-22 1.438E+04
2.615E-01 0.6805  0.5788 2.515E-22 1.417E+04
2.630E-01 0.6825  0.5791 2.494E-22 1.396E+04
2.645E-01 0.6845  0.5796 2.474E-22 1.376E+04
2.661E-01 0.6863  0.5802 2.455E-22 1.358E+04
2.676E-01 0.6880  0.5808 2.438E-22 1.341E+04
2.692E-01 0.6897  0.5813 2.422E-22 1.325E+04
2.707E-01 0.6913  0.5818 2.406E-22 1.310E+04
2.723E-01 0.6927  0.5822 2.391E-22 1.296E+04
2.738E-01 0.6941  0.5824 2.377E-22 1.283E+04
2.754E-01 0.6952  0.5825 2.364E-22 1.270E+04
2.770E-01 0.6964  0.5825 2.350E-22 1.258E+04
2.786E-01 0.6974  0.5825 2.335E-22 1.246E+04
2.802E-01 0.6985  0.5826 2.320E-22 1.234E+04
2.818E-01 0.6996  0.5829 2.305E-22 1.221E+04
2.835E-01 0.7006  0.5834 2.290E-22 1.209E+04
2.851E-01 0.7017  0.5840 2.276E-22 1.198E+04
2.867E-01 0.7026  0.5846 2.263E-22 1.187E+04
2.884E-01 0.7035  0.5853 2.251E-22 1.177E+04
2.901E-01 0.7044  0.5859 2.240E-22 1.168E+04
2.917E-01 0.7052  0.5864 2.229E-22 1.159E+04
2.934E-01 0.7060  0.5868 2.219E-22 1.150E+04
2.951E-01 0.7066  0.5871 2.208E-22 1.143E+04
2.968E-01 0.7073  0.5872 2.198E-22 1.135E+04
2.985E-01 0.7078  0.5873 2.187E-22 1.127E+04
3.003E-01 0.7084  0.5875 2.176E-22 1.119E+04
3.020E-01 0.7090  0.5877 2.164E-22 1.110E+04
3.037E-01 0.7100  0.5881 2.151E-22 1.100E+04
3.055E-01 0.7111  0.5887 2.138E-22 1.089E+04
3.073E-01 0.7123  0.5894 2.125E-22 1.078E+04
3.090E-01 0.7135  0.5901 2.113E-22 1.068E+04
3.108E-01 0.7147  0.5907 2.102E-22 1.058E+04
3.126E-01 0.7158  0.5914 2.091E-22 1.048E+04
3.144E-01 0.7169  0.5919 2.080E-22 1.038E+04
3.162E-01 0.7180  0.5924 2.069E-22 1.029E+04
3.181E-01 0.7191  0.5927 2.059E-22 1.020E+04
3.199E-01 0.7202  0.5929 2.048E-22 1.011E+04
3.217E-01 0.7212  0.5931 2.037E-22 1.001E+04
3.236E-01 0.7223  0.5934 2.025E-22 9.915E+03
3.255E-01 0.7235  0.5937 2.012E-22 9.814E+03
3.273E-01 0.7246  0.5942 2.000E-22 9.712E+03
3.292E-01 0.7259  0.5948 1.988E-22 9.610E+03
3.311E-01 0.7271  0.5954 1.976E-22 9.512E+03
3.330E-01 0.7282  0.5961 1.965E-22 9.417E+03
3.350E-01 0.7294  0.5968 1.954E-22 9.326E+03
3.369E-01 0.7305  0.5974 1.944E-22 9.238E+03
3.388E-01 0.7316  0.5979 1.934E-22 9.153E+03
3.408E-01 0.7327  0.5983 1.924E-22 9.070E+03
3.428E-01 0.7337  0.5986 1.914E-22 8.986E+03
3.447E-01 0.7348  0.5988 1.903E-22 8.902E+03
3.467E-01 0.7359  0.5990 1.892E-22 8.816E+03
3.487E-01 0.7370  0.5992 1.881E-22 8.727E+03
3.508E-01 0.7381  0.5995 1.870E-22 8.636E+03
3.528E-01 0.7393  0.5999 1.858E-22 8.544E+03
3.548E-01 0.7404  0.6003 1.846E-22 8.452E+03
3.569E-01 0.7416  0.6008 1.835E-22 8.363E+03
3.589E-01 0.7428  0.6014 1.824E-22 8.276E+03
3.610E-01 0.7439  0.6019 1.814E-22 8.192E+03
3.631E-01 0.7451  0.6024 1.804E-22 8.111E+03
3.652E-01 0.7461  0.6028 1.794E-22 8.032E+03
3.673E-01 0.7472  0.6031 1.784E-22 7.955E+03
3.694E-01 0.7482  0.6034 1.774E-22 7.878E+03
3.715E-01 0.7492  0.6036 1.764E-22 7.801E+03
3.737E-01 0.7502  0.6037 1.753E-22 7.723E+03
3.758E-01 0.7512  0.6039 1.742E-22 7.643E+03
3.780E-01 0.7523  0.6041 1.731E-22 7.563E+03
3.802E-01 0.7534  0.6043 1.720E-22 7.482E+03
3.824E-01 0.7544  0.6046 1.709E-22 7.401E+03
3.846E-01 0.7555  0.6049 1.698E-22 7.322E+03
3.868E-01 0.7565  0.6053 1.687E-22 7.245E+03
3.890E-01 0.7575  0.6056 1.677E-22 7.170E+03
3.913E-01 0.7585  0.6059 1.667E-22 7.097E+03
3.936E-01 0.7595  0.6062 1.657E-22 7.027E+03
3.958E-01 0.7604  0.6064 1.647E-22 6.957E+03
3.981E-01 0.7614  0.6065 1.637E-22 6.888E+03
4.004E-01 0.7623  0.6066 1.626E-22 6.819E+03
4.027E-01 0.7632  0.6067 1.616E-22 6.750E+03
4.050E-01 0.7641  0.6067 1.606E-22 6.681E+03
4.074E-01 0.7650  0.6067 1.595E-22 6.611E+03
4.097E-01 0.7659  0.6068 1.584E-22 6.541E+03
4.121E-01 0.7668  0.6069 1.573E-22 6.472E+03
4.145E-01 0.7677  0.6070 1.563E-22 6.403E+03
4.169E-01 0.7686  0.6071 1.552E-22 6.336E+03
4.193E-01 0.7694  0.6073 1.542E-22 6.270E+03
4.217E-01 0.7703  0.6074 1.532E-22 6.206E+03
4.241E-01 0.7711  0.6074 1.521E-22 6.142E+03
4.266E-01 0.7719  0.6075 1.511E-22 6.081E+03
4.290E-01 0.7727  0.6075 1.501E-22 6.020E+03
4.315E-01 0.7734  0.6074 1.491E-22 5.959E+03
4.340E-01 0.7741  0.6074 1.481E-22 5.899E+03
4.365E-01 0.7749  0.6072 1.471E-22 5.840E+03
4.390E-01 0.7756  0.6071 1.460E-22 5.780E+03
4.416E-01 0.7763  0.6070 1.450E-22 5.721E+03
4.441E-01 0.7770  0.6069 1.440E-22 5.662E+03
4.467E-01 0.7777  0.6068 1.429E-22 5.604E+03
4.493E-01 0.7783  0.6067 1.419E-22 5.547E+03
4.519E-01 0.7790  0.6066 1.409E-22 5.490E+03
4.545E-01 0.7797  0.6065 1.398E-22 5.434E+03
4.571E-01 0.7803  0.6064 1.388E-22 5.379E+03
4.597E-01 0.7809  0.6063 1.378E-22 5.325E+03
4.624E-01 0.7815  0.6061 1.368E-22 5.271E+03
4.651E-01 0.7821  0.6059 1.358E-22 5.218E+03
4.677E-01 0.7827  0.6056 1.348E-22 5.166E+03
4.704E-01 0.7832  0.6054 1.338E-22 5.113E+03
4.732E-01 0.7838  0.6051 1.327E-22 5.062E+03
4.759E-01 0.7844  0.6048 1.317E-22 5.010E+03
4.786E-01 0.7849  0.6046 1.307E-22 4.959E+03
4.814E-01 0.7854  0.6043 1.297E-22 4.909E+03
4.842E-01 0.7859  0.6039 1.287E-22 4.859E+03
4.870E-01 0.7864  0.6036 1.277E-22 4.810E+03
4.898E-01 0.7869  0.6033 1.267E-22 4.761E+03
4.926E-01 0.7874  0.6030 1.257E-22 4.713E+03
4.955E-01 0.7878  0.6026 1.247E-22 4.666E+03
4.983E-01 0.7883  0.6022 1.237E-22 4.620E+03
5.012E-01 0.7887  0.6018 1.227E-22 4.574E+03
5.041E-01 0.7891  0.6014 1.218E-22 4.529E+03
5.070E-01 0.7895  0.6010 1.208E-22 4.484E+03
5.099E-01 0.7898  0.6006 1.198E-22 4.441E+03
5.129E-01 0.7902  0.6001 1.188E-22 4.397E+03
5.158E-01 0.7905  0.5996 1.179E-22 4.355E+03
5.188E-01 0.7908  0.5991 1.169E-22 4.313E+03
5.218E-01 0.7911  0.5987 1.159E-22 4.271E+03
5.248E-01 0.7914  0.5981 1.150E-22 4.230E+03
5.278E-01 0.7916  0.5976 1.140E-22 4.190E+03
5.309E-01 0.7919  0.5971 1.131E-22 4.151E+03
5.339E-01 0.7921  0.5965 1.121E-22 4.111E+03
5.370E-01 0.7923  0.5960 1.112E-22 4.073E+03
