# wavelength[micron] slope std
0.8276735544204712 -0.6973865906305579 0.05974318424011575
0.8733879923820496 -0.6075118518316126 0.05283664649350198
0.9213969707489014 -0.6317625386366515 0.049593800563784894
0.9720449447631836 -0.6401499850002557 0.04657581810832494
1.0254769325256348 -0.6521975162663538 0.044302136043665515
1.0821166634559631 -0.6518570141376221 0.04257216318160453
1.141884684562683 -0.6701383134578489 0.03964432098534096
1.2046525478363037 -0.6317391793733103 0.03824854525488797
1.2708706855773926 -0.6241834295962566 0.03667561526076982
1.340728759765625 -0.63929172092778 0.03575243579536561
1.4865897297859192 -0.5400965040305121 0.033093471035558424
1.5686976909637451 -0.4721648002876195 0.03384746589716104
1.6549270153045654 -0.45464269885114644 0.03433553393538283
1.7458961009979248 -0.43927421200698047 0.0338540331448455
1.996300458908081 -0.39580622172299834 0.02935168099040651
2.1065611839294434 -0.3572516593637607 0.028607922629420253
2.222911834716797 -0.33296920882905146 0.027376008276246873
2.345102310180664 -0.3407641702510615 0.024984000021819875
2.4539496898651123 -0.35355435427427495 0.024702646134879738
2.9750778675079346 -0.3747992560469175 0.020617213033984012
3.1394267082214355 -0.3288828980569526 0.01630405055760084
3.312854290008545 -0.2737948231422989 0.017001649174271286
3.498486042022705 -0.2681816026221446 0.01920692934324706
3.6908257007598877 -0.26670794456552516 0.023412646012660923
3.8947136402130127 -0.2471328998517195 0.025009474775235768
