Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model for
"average LMC" dust with C/H = b_C = 20.e-6 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

Calculated by B.T. Draine, Princeton University, 2001.07.05

References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron) [2401 values from 1.e-2 to 1.e4 um]
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
C_ext/H = extinction cross section per H nucleon (cm^2/H)
K_abs   = absorption cross section per mass of dust (cm^2/gram)

 lambda   albedo    g     C_ext/H    K_abs
(micron)                  (cm^2/H)  (cm^2/g)
--------- ------  ------ --------- ---------
7.079E+00 0.0543 -0.0511 2.234E-24 3.869E+02
7.120E+00 0.0527 -0.0509 2.243E-24 3.890E+02
7.161E+00 0.0510 -0.0507 2.259E-24 3.925E+02
7.203E+00 0.0492 -0.0505 2.283E-24 3.975E+02
7.244E+00 0.0472 -0.0503 2.318E-24 4.043E+02
7.286E+00 0.0451 -0.0501 2.361E-24 4.128E+02
7.328E+00 0.0431 -0.0499 2.410E-24 4.222E+02
7.371E+00 0.0409 -0.0497 2.475E-24 4.347E+02
7.413E+00 0.0385 -0.0495 2.557E-24 4.502E+02
7.456E+00 0.0361 -0.0493 2.657E-24 4.689E+02
7.499E+00 0.0337 -0.0491 2.771E-24 4.903E+02
7.542E+00 0.0314 -0.0488 2.902E-24 5.146E+02
7.586E+00 0.0291 -0.0486 3.049E-24 5.421E+02
7.630E+00 0.0270 -0.0484 3.208E-24 5.716E+02
7.674E+00 0.0250 -0.0481 3.373E-24 6.022E+02
7.718E+00 0.0232 -0.0479 3.540E-24 6.331E+02
7.762E+00 0.0216 -0.0477 3.710E-24 6.646E+02
7.807E+00 0.0201 -0.0474 3.892E-24 6.983E+02
7.852E+00 0.0186 -0.0472 4.090E-24 7.349E+02
7.898E+00 0.0172 -0.0469 4.308E-24 7.752E+02
7.943E+00 0.0159 -0.0467 4.551E-24 8.200E+02
7.989E+00 0.0147 -0.0464 4.822E-24 8.699E+02
8.035E+00 0.0135 -0.0460 5.129E-24 9.265E+02
8.082E+00 0.0124 -0.0457 5.468E-24 9.888E+02
8.128E+00 0.0113 -0.0453 5.835E-24 1.056E+03
8.175E+00 0.0104 -0.0449 6.230E-24 1.129E+03
8.222E+00 0.0095 -0.0445 6.653E-24 1.206E+03
8.270E+00 0.0088 -0.0440 7.093E-24 1.287E+03
8.318E+00 0.0081 -0.0436 7.478E-24 1.358E+03
8.366E+00 0.0076 -0.0431 7.861E-24 1.428E+03
8.414E+00 0.0071 -0.0427 8.219E-24 1.494E+03
8.463E+00 0.0067 -0.0422 8.567E-24 1.558E+03
8.511E+00 0.0063 -0.0418 8.902E-24 1.620E+03
8.561E+00 0.0060 -0.0413 9.234E-24 1.681E+03
8.610E+00 0.0057 -0.0408 9.564E-24 1.741E+03
8.660E+00 0.0054 -0.0403 9.902E-24 1.803E+03
8.710E+00 0.0051 -0.0398 1.026E-23 1.870E+03
8.760E+00 0.0048 -0.0392 1.066E-23 1.942E+03
8.810E+00 0.0046 -0.0386 1.110E-23 2.022E+03
8.861E+00 0.0043 -0.0379 1.157E-23 2.109E+03
8.913E+00 0.0041 -0.0372 1.208E-23 2.203E+03
8.964E+00 0.0039 -0.0365 1.261E-23 2.300E+03
9.016E+00 0.0037 -0.0357 1.315E-23 2.400E+03
9.068E+00 0.0035 -0.0349 1.369E-23 2.497E+03
9.120E+00 0.0033 -0.0341 1.420E-23 2.591E+03
9.173E+00 0.0032 -0.0333 1.466E-23 2.676E+03
9.226E+00 0.0031 -0.0326 1.506E-23 2.750E+03
9.279E+00 0.0030 -0.0318 1.539E-23 2.810E+03
9.333E+00 0.0029 -0.0311 1.563E-23 2.854E+03
9.386E+00 0.0028 -0.0305 1.579E-23 2.883E+03
9.441E+00 0.0028 -0.0299 1.586E-23 2.896E+03
9.495E+00 0.0028 -0.0294 1.585E-23 2.894E+03
9.550E+00 0.0027 -0.0289 1.577E-23 2.879E+03
9.605E+00 0.0027 -0.0285 1.563E-23 2.854E+03
9.661E+00 0.0027 -0.0281 1.544E-23 2.819E+03
9.716E+00 0.0027 -0.0277 1.522E-23 2.780E+03
9.772E+00 0.0027 -0.0274 1.500E-23 2.739E+03
9.829E+00 0.0026 -0.0271 1.478E-23 2.699E+03
9.886E+00 0.0026 -0.0268 1.456E-23 2.660E+03
9.943E+00 0.0026 -0.0265 1.436E-23 2.622E+03
1.000E+01 0.0026 -0.0262 1.416E-23 2.586E+03
1.006E+01 0.0026 -0.0259 1.398E-23 2.554E+03
1.012E+01 0.0026 -0.0256 1.380E-23 2.521E+03
1.017E+01 0.0025 -0.0253 1.363E-23 2.489E+03
1.023E+01 0.0025 -0.0250 1.344E-23 2.454E+03
1.029E+01 0.0025 -0.0247 1.322E-23 2.415E+03
1.035E+01 0.0025 -0.0244 1.298E-23 2.370E+03
1.041E+01 0.0025 -0.0241 1.269E-23 2.318E+03
1.047E+01 0.0025 -0.0239 1.237E-23 2.260E+03
1.053E+01 0.0026 -0.0237 1.203E-23 2.198E+03
1.059E+01 0.0026 -0.0236 1.168E-23 2.133E+03
1.065E+01 0.0026 -0.0234 1.133E-23 2.069E+03
1.072E+01 0.0026 -0.0233 1.100E-23 2.008E+03
1.078E+01 0.0026 -0.0232 1.069E-23 1.953E+03
1.084E+01 0.0026 -0.0231 1.041E-23 1.901E+03
1.090E+01 0.0026 -0.0230 1.014E-23 1.852E+03
1.096E+01 0.0026 -0.0229 9.898E-24 1.808E+03
1.103E+01 0.0026 -0.0228 9.666E-24 1.765E+03
1.109E+01 0.0026 -0.0227 9.444E-24 1.725E+03
1.116E+01 0.0026 -0.0226 9.228E-24 1.685E+03
1.122E+01 0.0026 -0.0225 9.023E-24 1.648E+03
1.128E+01 0.0026 -0.0224 8.814E-24 1.610E+03
1.135E+01 0.0026 -0.0224 8.588E-24 1.568E+03
1.142E+01 0.0026 -0.0224 8.350E-24 1.525E+03
1.148E+01 0.0026 -0.0226 8.128E-24 1.484E+03
1.155E+01 0.0027 -0.0210 7.911E-24 1.445E+03
1.161E+01 0.0026 -0.0216 7.702E-24 1.407E+03
1.168E+01 0.0026 -0.0216 7.510E-24 1.372E+03
1.175E+01 0.0026 -0.0215 7.316E-24 1.336E+03
1.182E+01 0.0026 -0.0215 7.126E-24 1.301E+03
1.189E+01 0.0026 -0.0214 6.936E-24 1.267E+03
1.195E+01 0.0026 -0.0214 6.738E-24 1.230E+03
1.202E+01 0.0026 -0.0213 6.539E-24 1.194E+03
1.209E+01 0.0026 -0.0213 6.346E-24 1.159E+03
1.216E+01 0.0027 -0.0212 6.162E-24 1.125E+03
1.223E+01 0.0027 -0.0212 5.999E-24 1.095E+03
1.230E+01 0.0027 -0.0212 5.847E-24 1.068E+03
1.237E+01 0.0026 -0.0212 5.701E-24 1.041E+03
1.245E+01 0.0027 -0.0212 5.552E-24 1.014E+03
1.252E+01 0.0027 -0.0212 5.404E-24 9.869E+02
1.259E+01 0.0027 -0.0212 5.260E-24 9.606E+02
1.266E+01 0.0027 -0.0212 5.118E-24 9.345E+02
1.274E+01 0.0027 -0.0213 4.974E-24 9.084E+02
1.281E+01 0.0027 -0.0213 4.834E-24 8.828E+02
1.288E+01 0.0027 -0.0213 4.698E-24 8.578E+02
1.296E+01 0.0027 -0.0214 4.569E-24 8.344E+02
1.303E+01 0.0027 -0.0214 4.449E-24 8.124E+02
1.311E+01 0.0027 -0.0215 4.335E-24 7.915E+02
1.318E+01 0.0027 -0.0215 4.225E-24 7.716E+02
1.326E+01 0.0027 -0.0215 4.116E-24 7.517E+02
1.334E+01 0.0027 -0.0216 4.012E-24 7.326E+02
1.341E+01 0.0027 -0.0216 3.912E-24 7.144E+02
1.349E+01 0.0026 -0.0217 3.817E-24 6.970E+02
1.357E+01 0.0026 -0.0217 3.725E-24 6.803E+02
1.365E+01 0.0026 -0.0218 3.642E-24 6.651E+02
1.372E+01 0.0026 -0.0219 3.567E-24 6.515E+02
1.380E+01 0.0026 -0.0219 3.503E-24 6.397E+02
1.388E+01 0.0025 -0.0220 3.453E-24 6.306E+02
1.396E+01 0.0025 -0.0221 3.414E-24 6.236E+02
1.404E+01 0.0024 -0.0221 3.387E-24 6.187E+02
1.413E+01 0.0024 -0.0222 3.373E-24 6.162E+02
1.421E+01 0.0023 -0.0223 3.372E-24 6.160E+02
1.429E+01 0.0023 -0.0223 3.381E-24 6.177E+02
1.437E+01 0.0022 -0.0223 3.400E-24 6.211E+02
1.445E+01 0.0021 -0.0224 3.427E-24 6.262E+02
1.454E+01 0.0020 -0.0224 3.461E-24 6.325E+02
1.462E+01 0.0020 -0.0224 3.502E-24 6.399E+02
1.471E+01 0.0019 -0.0224 3.549E-24 6.486E+02
1.479E+01 0.0018 -0.0224 3.600E-24 6.579E+02
1.488E+01 0.0017 -0.0224 3.649E-24 6.669E+02
1.496E+01 0.0017 -0.0223 3.700E-24 6.764E+02
1.505E+01 0.0016 -0.0223 3.752E-24 6.859E+02
1.514E+01 0.0016 -0.0223 3.805E-24 6.957E+02
1.522E+01 0.0015 -0.0222 3.862E-24 7.061E+02
1.531E+01 0.0014 -0.0222 3.921E-24 7.169E+02
1.540E+01 0.0014 -0.0221 3.982E-24 7.280E+02
1.549E+01 0.0013 -0.0221 4.044E-24 7.394E+02
1.558E+01 0.0013 -0.0220 4.108E-24 7.512E+02
1.567E+01 0.0012 -0.0219 4.174E-24 7.632E+02
1.576E+01 0.0012 -0.0219 4.240E-24 7.755E+02
1.585E+01 0.0011 -0.0218 4.308E-24 7.879E+02
1.594E+01 0.0011 -0.0217 4.377E-24 8.005E+02
1.603E+01 0.0011 -0.0217 4.447E-24 8.134E+02
1.613E+01 0.0010 -0.0216 4.519E-24 8.266E+02
1.622E+01 0.0010 -0.0215 4.598E-24 8.410E+02
1.631E+01 0.0009 -0.0214 4.699E-24 8.595E+02
1.641E+01 0.0009 -0.0213 4.829E-24 8.835E+02
1.650E+01 0.0009 -0.0212 4.832E-24 8.839E+02
1.660E+01 0.0009 -0.0211 4.872E-24 8.913E+02
1.669E+01 0.0008 -0.0210 4.930E-24 9.019E+02
1.679E+01 0.0008 -0.0209 4.990E-24 9.129E+02
1.688E+01 0.0008 -0.0209 5.047E-24 9.234E+02
1.698E+01 0.0008 -0.0208 5.102E-24 9.335E+02
1.708E+01 0.0007 -0.0207 5.155E-24 9.432E+02
1.718E+01 0.0007 -0.0205 5.206E-24 9.525E+02
1.728E+01 0.0007 -0.0204 5.256E-24 9.616E+02
1.738E+01 0.0007 -0.0203 5.303E-24 9.703E+02
1.748E+01 0.0007 -0.0202 5.347E-24 9.783E+02
1.758E+01 0.0006 -0.0201 5.386E-24 9.855E+02
1.768E+01 0.0006 -0.0199 5.421E-24 9.919E+02
1.778E+01 0.0006 -0.0198 5.450E-24 9.973E+02
1.789E+01 0.0006 -0.0197 5.475E-24 1.002E+03
1.799E+01 0.0006 -0.0196 5.498E-24 1.006E+03
1.809E+01 0.0006 -0.0195 5.525E-24 1.011E+03
1.820E+01 0.0006 -0.0194 5.557E-24 1.017E+03
1.830E+01 0.0005 -0.0193 5.557E-24 1.017E+03
1.841E+01 0.0005 -0.0192 5.524E-24 1.011E+03
1.851E+01 0.0005 -0.0191 5.495E-24 1.006E+03
1.862E+01 0.0005 -0.0190 5.469E-24 1.001E+03
1.873E+01 0.0005 -0.0189 5.442E-24 9.959E+02
1.884E+01 0.0005 -0.0188 5.411E-24 9.902E+02
1.895E+01 0.0005 -0.0187 5.375E-24 9.836E+02
1.905E+01 0.0005 -0.0186 5.335E-24 9.762E+02
1.916E+01 0.0005 -0.0186 5.290E-24 9.681E+02
1.928E+01 0.0005 -0.0186 5.241E-24 9.591E+02
1.939E+01 0.0005 -0.0185 5.188E-24 9.495E+02
1.950E+01 0.0005 -0.0185 5.131E-24 9.390E+02
1.961E+01 0.0005 -0.0185 5.071E-24 9.280E+02
1.972E+01 0.0005 -0.0185 5.008E-24 9.164E+02
1.984E+01 0.0005 -0.0186 4.942E-24 9.044E+02
1.995E+01 0.0005 -0.0186 4.874E-24 8.920E+02
2.007E+01 0.0005 -0.0186 4.806E-24 8.795E+02
2.018E+01 0.0005 -0.0187 4.738E-24 8.671E+02
2.030E+01 0.0005 -0.0187 4.671E-24 8.549E+02
2.042E+01 0.0005 -0.0187 4.613E-24 8.443E+02
2.054E+01 0.0005 -0.0188 4.562E-24 8.348E+02
2.065E+01 0.0004 -0.0188 4.514E-24 8.261E+02
2.077E+01 0.0004 -0.0188 4.469E-24 8.179E+02
2.089E+01 0.0004 -0.0188 4.427E-24 8.102E+02
2.101E+01 0.0004 -0.0188 4.387E-24 8.029E+02
2.113E+01 0.0004 -0.0188 4.341E-24 7.945E+02
2.126E+01 0.0004 -0.0188 4.286E-24 7.845E+02
2.138E+01 0.0004 -0.0189 4.222E-24 7.727E+02
2.150E+01 0.0004 -0.0189 4.160E-24 7.614E+02
2.163E+01 0.0004 -0.0189 4.101E-24 7.505E+02
2.175E+01 0.0004 -0.0189 4.046E-24 7.405E+02
2.188E+01 0.0004 -0.0189 3.993E-24 7.309E+02
2.200E+01 0.0004 -0.0189 3.942E-24 7.215E+02
2.213E+01 0.0004 -0.0189 3.892E-24 7.122E+02
2.226E+01 0.0004 -0.0189 3.839E-24 7.026E+02
2.239E+01 0.0004 -0.0189 3.787E-24 6.931E+02
2.252E+01 0.0004 -0.0189 3.736E-24 6.838E+02
2.265E+01 0.0004 -0.0189 3.689E-24 6.752E+02
2.278E+01 0.0004 -0.0189 3.645E-24 6.670E+02
2.291E+01 0.0004 -0.0189 3.602E-24 6.593E+02
2.304E+01 0.0004 -0.0189 3.563E-24 6.521E+02
2.317E+01 0.0004 -0.0189 3.523E-24 6.449E+02
2.331E+01 0.0004 -0.0189 3.483E-24 6.374E+02
2.344E+01 0.0004 -0.0189 3.441E-24 6.297E+02
2.358E+01 0.0004 -0.0189 3.396E-24 6.217E+02
2.371E+01 0.0004 -0.0189 3.353E-24 6.138E+02
2.385E+01 0.0004 -0.0189 3.311E-24 6.061E+02
2.399E+01 0.0003 -0.0189 3.274E-24 5.992E+02
2.413E+01 0.0003 -0.0189 3.236E-24 5.924E+02
2.427E+01 0.0003 -0.0190 3.200E-24 5.856E+02
2.441E+01 0.0003 -0.0190 3.162E-24 5.788E+02
2.455E+01 0.0003 -0.0191 3.125E-24 5.720E+02
2.469E+01 0.0003 -0.0192 3.089E-24 5.653E+02
2.483E+01 0.0003 -0.0192 3.052E-24 5.587E+02
2.497E+01 0.0003 -0.0193 3.017E-24 5.522E+02
2.512E+01 0.0003 -0.0193 2.981E-24 5.457E+02
2.526E+01 0.0003 -0.0194 2.946E-24 5.393E+02
2.541E+01 0.0003 -0.0194 2.912E-24 5.330E+02
2.556E+01 0.0003 -0.0194 2.878E-24 5.267E+02
2.570E+01 0.0003 -0.0195 2.844E-24 5.206E+02
2.585E+01 0.0003 -0.0195 2.811E-24 5.146E+02
2.600E+01 0.0003 -0.0195 2.779E-24 5.086E+02
2.615E+01 0.0003 -0.0195 2.747E-24 5.027E+02
2.630E+01 0.0003 -0.0195 2.715E-24 4.969E+02
2.645E+01 0.0003 -0.0196 2.684E-24 4.912E+02
2.661E+01 0.0003 -0.0196 2.653E-24 4.856E+02
2.676E+01 0.0003 -0.0196 2.622E-24 4.800E+02
2.692E+01 0.0003 -0.0196 2.593E-24 4.746E+02
2.707E+01 0.0003 -0.0196 2.563E-24 4.691E+02
2.723E+01 0.0003 -0.0196 2.534E-24 4.638E+02
2.738E+01 0.0003 -0.0196 2.505E-24 4.586E+02
2.754E+01 0.0003 -0.0196 2.477E-24 4.534E+02
2.770E+01 0.0003 -0.0196 2.449E-24 4.483E+02
2.786E+01 0.0003 -0.0196 2.422E-24 4.433E+02
2.802E+01 0.0003 -0.0196 2.394E-24 4.383E+02
2.818E+01 0.0003 -0.0196 2.368E-24 4.334E+02
2.835E+01 0.0003 -0.0195 2.341E-24 4.286E+02
2.851E+01 0.0003 -0.0195 2.315E-24 4.238E+02
2.867E+01 0.0003 -0.0195 2.289E-24 4.191E+02
2.884E+01 0.0003 -0.0195 2.264E-24 4.144E+02
2.901E+01 0.0002 -0.0195 2.239E-24 4.098E+02
2.917E+01 0.0002 -0.0194 2.214E-24 4.053E+02
2.934E+01 0.0002 -0.0194 2.190E-24 4.008E+02
2.951E+01 0.0002 -0.0194 2.166E-24 3.964E+02
2.968E+01 0.0002 -0.0193 2.142E-24 3.921E+02
2.985E+01 0.0002 -0.0193 2.118E-24 3.877E+02
3.003E+01 0.0002 -0.0193 2.095E-24 3.835E+02
3.020E+01 0.0002 -0.0192 2.071E-24 3.792E+02
3.037E+01 0.0002 -0.0192 2.048E-24 3.749E+02
3.055E+01 0.0002 -0.0192 2.025E-24 3.708E+02
3.073E+01 0.0002 -0.0191 2.003E-24 3.667E+02
3.090E+01 0.0002 -0.0191 1.981E-24 3.626E+02
3.108E+01 0.0002 -0.0191 1.959E-24 3.586E+02
3.126E+01 0.0002 -0.0190 1.937E-24 3.546E+02
3.144E+01 0.0002 -0.0190 1.916E-24 3.507E+02
3.162E+01 0.0002 -0.0189 1.895E-24 3.469E+02
3.181E+01 0.0002 -0.0189 1.874E-24 3.431E+02
3.199E+01 0.0002 -0.0188 1.854E-24 3.393E+02
3.217E+01 0.0002 -0.0187 1.833E-24 3.356E+02
3.236E+01 0.0002 -0.0187 1.813E-24 3.320E+02
3.255E+01 0.0002 -0.0186 1.794E-24 3.284E+02
3.273E+01 0.0002 -0.0186 1.774E-24 3.248E+02
3.292E+01 0.0002 -0.0185 1.755E-24 3.213E+02
3.311E+01 0.0002 -0.0184 1.736E-24 3.178E+02
3.330E+01 0.0002 -0.0184 1.717E-24 3.144E+02
3.350E+01 0.0002 -0.0183 1.699E-24 3.110E+02
3.369E+01 0.0002 -0.0182 1.681E-24 3.077E+02
3.388E+01 0.0002 -0.0181 1.664E-24 3.045E+02
3.408E+01 0.0002 -0.0181 1.646E-24 3.013E+02
3.428E+01 0.0002 -0.0180 1.629E-24 2.982E+02
3.447E+01 0.0002 -0.0179 1.612E-24 2.951E+02
3.467E+01 0.0002 -0.0178 1.595E-24 2.920E+02
3.487E+01 0.0002 -0.0177 1.579E-24 2.890E+02
3.508E+01 0.0002 -0.0176 1.562E-24 2.860E+02
3.528E+01 0.0002 -0.0175 1.546E-24 2.830E+02
3.548E+01 0.0002 -0.0174 1.530E-24 2.801E+02
3.569E+01 0.0002 -0.0173 1.514E-24 2.772E+02
3.589E+01 0.0002 -0.0172 1.498E-24 2.743E+02
3.610E+01 0.0002 -0.0171 1.483E-24 2.715E+02
3.631E+01 0.0002 -0.0170 1.467E-24 2.686E+02
3.652E+01 0.0002 -0.0169 1.452E-24 2.659E+02
3.673E+01 0.0002 -0.0168 1.437E-24 2.631E+02
3.694E+01 0.0002 -0.0167 1.422E-24 2.604E+02
3.715E+01 0.0002 -0.0166 1.408E-24 2.577E+02
3.737E+01 0.0002 -0.0165 1.393E-24 2.550E+02
3.758E+01 0.0002 -0.0164 1.379E-24 2.524E+02
3.780E+01 0.0002 -0.0163 1.364E-24 2.497E+02
3.802E+01 0.0001 -0.0162 1.349E-24 2.470E+02
3.824E+01 0.0001 -0.0161 1.335E-24 2.443E+02
3.846E+01 0.0001 -0.0160 1.320E-24 2.417E+02
3.868E+01 0.0001 -0.0159 1.306E-24 2.391E+02
3.890E+01 0.0001 -0.0158 1.292E-24 2.364E+02
3.913E+01 0.0001 -0.0157 1.277E-24 2.339E+02
3.936E+01 0.0001 -0.0155 1.263E-24 2.313E+02
3.958E+01 0.0001 -0.0154 1.250E-24 2.288E+02
3.981E+01 0.0001 -0.0153 1.236E-24 2.262E+02
4.004E+01 0.0001 -0.0152 1.222E-24 2.237E+02
4.027E+01 0.0001 -0.0151 1.209E-24 2.213E+02
4.050E+01 0.0001 -0.0149 1.195E-24 2.188E+02
4.074E+01 0.0001 -0.0148 1.182E-24 2.164E+02
4.097E+01 0.0001 -0.0147 1.169E-24 2.140E+02
4.121E+01 0.0001 -0.0146 1.156E-24 2.116E+02
4.145E+01 0.0001 -0.0145 1.143E-24 2.092E+02
4.169E+01 0.0001 -0.0144 1.130E-24 2.069E+02
4.193E+01 0.0001 -0.0142 1.117E-24 2.045E+02
4.217E+01 0.0001 -0.0141 1.105E-24 2.022E+02
4.241E+01 0.0001 -0.0140 1.092E-24 1.999E+02
4.266E+01 0.0001 -0.0139 1.080E-24 1.977E+02
4.290E+01 0.0001 -0.0137 1.067E-24 1.954E+02
4.315E+01 0.0001 -0.0136 1.055E-24 1.932E+02
4.340E+01 0.0001 -0.0135 1.043E-24 1.910E+02
4.365E+01 0.0001 -0.0133 1.031E-24 1.888E+02
4.390E+01 0.0001 -0.0132 1.020E-24 1.867E+02
4.416E+01 0.0001 -0.0130 1.008E-24 1.845E+02
4.441E+01 0.0001 -0.0129 9.964E-25 1.824E+02
4.467E+01 0.0001 -0.0127 9.849E-25 1.803E+02
4.493E+01 0.0001 -0.0125 9.736E-25 1.782E+02
4.519E+01 0.0001 -0.0124 9.624E-25 1.762E+02
4.545E+01 0.0001 -0.0122 9.514E-25 1.742E+02
4.571E+01 0.0001 -0.0120 9.405E-25 1.722E+02
4.597E+01 0.0001 -0.0118 9.297E-25 1.702E+02
4.624E+01 0.0001 -0.0115 9.191E-25 1.683E+02
4.651E+01 0.0001 -0.0113 9.085E-25 1.663E+02
4.677E+01 0.0001 -0.0111 8.981E-25 1.644E+02
4.704E+01 0.0001 -0.0109 8.878E-25 1.625E+02
4.732E+01 0.0001 -0.0106 8.776E-25 1.607E+02
4.759E+01 0.0001 -0.0104 8.675E-25 1.588E+02
4.786E+01 0.0001 -0.0101 8.575E-25 1.570E+02
4.814E+01 0.0001 -0.0099 8.476E-25 1.552E+02
4.842E+01 0.0001 -0.0096 8.378E-25 1.534E+02
4.870E+01 0.0001 -0.0094 8.281E-25 1.516E+02
4.898E+01 0.0001 -0.0091 8.185E-25 1.499E+02
4.926E+01 0.0001 -0.0089 8.090E-25 1.481E+02
4.955E+01 0.0001 -0.0086 7.997E-25 1.464E+02
4.983E+01 0.0001 -0.0083 7.904E-25 1.447E+02
5.012E+01 0.0001 -0.0080 7.812E-25 1.430E+02
5.041E+01 0.0001 -0.0077 7.721E-25 1.413E+02
5.070E+01 0.0001 -0.0074 7.630E-25 1.397E+02
5.099E+01 0.0001 -0.0071 7.541E-25 1.381E+02
5.129E+01 0.0001 -0.0068 7.452E-25 1.364E+02
5.158E+01 0.0001 -0.0064 7.364E-25 1.348E+02
5.188E+01 0.0001 -0.0061 7.277E-25 1.332E+02
5.218E+01 0.0001 -0.0058 7.191E-25 1.316E+02
5.248E+01 0.0001 -0.0055 7.105E-25 1.301E+02
5.278E+01 0.0001 -0.0052 7.021E-25 1.285E+02
5.309E+01 0.0001 -0.0049 6.937E-25 1.270E+02
5.339E+01 0.0001 -0.0046 6.854E-25 1.255E+02
5.370E+01 0.0001 -0.0043 6.772E-25 1.240E+02
5.401E+01 0.0001 -0.0039 6.691E-25 1.225E+02
5.433E+01 0.0001 -0.0036 6.611E-25 1.210E+02
5.464E+01 0.0001 -0.0033 6.532E-25 1.196E+02
5.495E+01 0.0001 -0.0030 6.453E-25 1.182E+02
5.527E+01 0.0001 -0.0027 6.376E-25 1.167E+02
5.559E+01 0.0001 -0.0024 6.299E-25 1.153E+02
5.591E+01 0.0001 -0.0021 6.224E-25 1.139E+02
5.623E+01 0.0001 -0.0018 6.149E-25 1.126E+02
5.656E+01 0.0001 -0.0015 6.075E-25 1.112E+02
5.689E+01 0.0001 -0.0012 6.002E-25 1.099E+02
5.721E+01 0.0001 -0.0009 5.930E-25 1.086E+02
5.754E+01 0.0001 -0.0006 5.858E-25 1.073E+02
5.788E+01 0.0001 -0.0003 5.788E-25 1.060E+02
5.821E+01 0.0001  0.0000 5.718E-25 1.047E+02
5.855E+01 0.0001  0.0003 5.649E-25 1.034E+02
5.888E+01 0.0001  0.0006 5.581E-25 1.022E+02
5.922E+01 0.0001  0.0009 5.513E-25 1.009E+02
5.957E+01 0.0001  0.0012 5.446E-25 9.971E+01
5.991E+01 0.0001  0.0014 5.380E-25 9.850E+01
6.026E+01 0.0001  0.0017 5.314E-25 9.729E+01
6.060E+01 0.0001  0.0020 5.249E-25 9.610E+01
6.095E+01 0.0001  0.0022 5.185E-25 9.493E+01
6.131E+01 0.0001  0.0025 5.121E-25 9.376E+01
6.166E+01 0.0001  0.0027 5.058E-25 9.261E+01
6.202E+01 0.0001  0.0030 4.996E-25 9.147E+01
6.237E+01 0.0001  0.0032 4.935E-25 9.035E+01
6.273E+01 0.0001  0.0035 4.874E-25 8.923E+01
6.310E+01 0.0001  0.0037 4.814E-25 8.814E+01
6.346E+01 0.0001  0.0039 4.755E-25 8.705E+01
6.383E+01 0.0001  0.0042 4.696E-25 8.598E+01
6.419E+01 0.0001  0.0044 4.639E-25 8.493E+01
6.457E+01 0.0001  0.0046 4.582E-25 8.389E+01
6.494E+01 0.0001  0.0048 4.526E-25 8.286E+01
6.531E+01 0.0001  0.0050 4.470E-25 8.184E+01
6.569E+01 0.0001  0.0052 4.415E-25 8.083E+01
6.607E+01 0.0001  0.0054 4.360E-25 7.983E+01
6.645E+01 0.0001  0.0056 4.306E-25 7.884E+01
6.683E+01 0.0001  0.0058 4.253E-25 7.787E+01
6.722E+01 0.0001  0.0059 4.201E-25 7.691E+01
6.761E+01 0.0001  0.0061 4.149E-25 7.596E+01
6.800E+01 0.0001  0.0063 4.098E-25 7.503E+01
6.839E+01 0.0001  0.0064 4.047E-25 7.410E+01
6.879E+01 0.0001  0.0066 3.998E-25 7.319E+01
6.918E+01 0.0001  0.0067 3.948E-25 7.229E+01
6.958E+01 0.0001  0.0069 3.899E-25 7.139E+01
6.998E+01 0.0000  0.0070 3.851E-25 7.050E+01
7.039E+01 0.0000  0.0071 3.802E-25 6.961E+01
7.079E+01 0.0000  0.0073 3.755E-25 6.874E+01
7.120E+01 0.0000  0.0074 3.708E-25 6.789E+01
7.161E+01 0.0000  0.0075 3.662E-25 6.706E+01
7.203E+01 0.0000  0.0076 3.617E-25 6.623E+01
7.244E+01 0.0000  0.0077 3.573E-25 6.541E+01
7.286E+01 0.0000  0.0078 3.529E-25 6.460E+01
7.328E+01 0.0000  0.0079 3.485E-25 6.381E+01
7.371E+01 0.0000  0.0080 3.442E-25 6.302E+01
7.413E+01 0.0000  0.0081 3.399E-25 6.223E+01
7.456E+01 0.0000  0.0081 3.357E-25 6.146E+01
