# DUSTEM extinction cross-section for NH=10^21 H/cm2 : sigma (x 1e-21) [cm2/H]
# 
# Grain types 
# nr of grain types - nr of lambda
# lambda (microns)   ABS(1) ... ABS(ntype)  SCA(1) ... SCA(ntype)  EXT(Total)
# 
# PAH0_MC10 PAH1_MC10 amCBEx amCBEx aSilx
 5   800
  4.000000E-002  1.595530E-001  1.083874E-001  1.365769E-003  9.256767E-003  4.612546E-001  0.000000E+000  0.000000E+000  1.952337E-004  1.185267E-001  2.852696E-001  1.143809E+000
  4.065700E-002  1.634976E-001  1.110671E-001  3.931894E-003  2.251101E-002  4.645234E-001  0.000000E+000  0.000000E+000  1.849660E-004  1.038175E-001  2.871749E-001  1.156708E+000
  4.132500E-002  1.675110E-001  1.137934E-001  6.456549E-003  3.214643E-002  4.679367E-001  0.000000E+000  0.000000E+000  1.768396E-004  9.310709E-002  2.891080E-001  1.170236E+000
  4.200400E-002  1.715964E-001  1.165687E-001  8.940981E-003  3.956286E-002  4.744450E-001  0.000000E+000  0.000000E+000  1.706168E-004  8.502131E-002  2.923329E-001  1.188639E+000
  4.269400E-002  1.792374E-001  1.217594E-001  1.138591E-002  4.552792E-002  4.812016E-001  0.000000E+000  0.000000E+000  1.660866E-004  7.878391E-002  2.957082E-001  1.213770E+000
  4.339500E-002  1.878476E-001  1.276085E-001  1.379236E-002  5.049045E-002  4.877849E-001  0.000000E+000  0.000000E+000  1.630534E-004  7.392085E-002  2.975265E-001  1.239134E+000
  4.410800E-002  1.968253E-001  1.337072E-001  1.616131E-002  5.472850E-002  4.944628E-001  0.000000E+000  0.000000E+000  1.613353E-004  7.011755E-002  2.993624E-001  1.265526E+000
  4.483200E-002  2.071685E-001  1.407335E-001  1.849367E-002  5.842361E-002  5.005982E-001  0.000000E+000  0.000000E+000  1.607674E-004  6.714678E-002  3.006996E-001  1.293425E+000
  4.556900E-002  2.197790E-001  1.493001E-001  2.079024E-002  6.169872E-002  5.066253E-001  0.000000E+000  0.000000E+000  1.612022E-004  6.484337E-002  3.019801E-001  1.325178E+000
  4.631700E-002  2.332765E-001  1.584691E-001  2.305212E-002  6.464031E-002  5.123165E-001  0.000000E+000  0.000000E+000  1.625023E-004  6.307956E-002  3.031107E-001  1.358107E+000
  4.707800E-002  2.477482E-001  1.683000E-001  2.527989E-002  6.731178E-002  5.177117E-001  0.000000E+000  0.000000E+000  1.645425E-004  6.175232E-002  3.041086E-001  1.392377E+000
  4.785100E-002  2.633524E-001  1.789003E-001  2.747461E-002  6.975969E-002  5.230303E-001  0.000000E+000  0.000000E+000  1.672067E-004  6.078365E-002  3.051562E-001  1.428624E+000
  4.863700E-002  2.802896E-001  1.904061E-001  2.963682E-002  7.202020E-002  5.278628E-001  0.000000E+000  0.000000E+000  1.703940E-004  6.010491E-002  3.060335E-001  1.466524E+000
  4.943600E-002  2.988280E-001  2.029996E-001  3.176756E-002  7.412150E-002  5.327795E-001  0.000000E+000  0.000000E+000  1.740149E-004  5.966615E-002  3.070120E-001  1.507348E+000
  5.024800E-002  3.179687E-001  2.160022E-001  3.386705E-002  7.608596E-002  5.372236E-001  0.000000E+000  0.000000E+000  1.779806E-004  5.942329E-002  3.080425E-001  1.548791E+000
  5.107300E-002  3.369199E-001  2.288761E-001  3.593709E-002  7.793178E-002  5.416131E-001  0.000000E+000  0.000000E+000  1.822172E-004  5.934050E-002  3.091262E-001  1.589927E+000
  5.191200E-002  3.577672E-001  2.430380E-001  3.797803E-002  7.967421E-002  5.459145E-001  0.000000E+000  0.000000E+000  1.866570E-004  5.938828E-002  3.104322E-001  1.634379E+000
  5.276500E-002  3.806293E-001  2.585687E-001  3.999029E-002  8.132531E-002  5.498942E-001  0.000000E+000  0.000000E+000  1.912376E-004  5.954258E-002  3.121473E-001  1.682289E+000
  5.363200E-002  4.030064E-001  2.737700E-001  4.197483E-002  8.289567E-002  5.539756E-001  0.000000E+000  0.000000E+000  1.959095E-004  5.978502E-002  3.139003E-001  1.729504E+000
  5.451300E-002  4.269396E-001  2.900282E-001  4.393245E-002  8.439407E-002  5.587242E-001  0.000000E+000  0.000000E+000  2.006187E-004  6.009880E-002  3.169762E-001  1.781294E+000
  5.540800E-002  4.533990E-001  3.080026E-001  4.586310E-002  8.582841E-002  5.638861E-001  0.000000E+000  0.000000E+000  2.053265E-004  6.047048E-002  3.206933E-001  1.838348E+000
  5.631800E-002  4.813618E-001  3.269983E-001  4.776911E-002  8.720515E-002  5.693463E-001  0.000000E+000  0.000000E+000  2.099943E-004  6.088939E-002  3.245355E-001  1.898316E+000
  5.724300E-002  5.098697E-001  3.463641E-001  4.964924E-002  8.852985E-002  5.787508E-001  0.000000E+000  0.000000E+000  2.145902E-004  6.134660E-002  3.306593E-001  1.965384E+000
  5.818400E-002  5.674391E-001  3.854722E-001  5.150704E-002  8.980748E-002  5.888374E-001  0.000000E+000  0.000000E+000  2.190841E-004  6.183399E-002  3.372050E-001  2.082321E+000
  5.913900E-002  6.382703E-001  4.335892E-001  5.306714E-002  9.092302E-002  5.998764E-001  0.000000E+000  0.000000E+000  2.211613E-004  6.217914E-002  3.439635E-001  2.222090E+000
  6.011100E-002  7.079852E-001  4.809478E-001  5.407235E-002  9.178042E-002  6.147485E-001  0.000000E+000  0.000000E+000  2.187582E-004  6.222174E-002  3.507429E-001  2.362718E+000
  6.109800E-002  7.765982E-001  5.275581E-001  5.506533E-002  9.262608E-002  6.302602E-001  0.000000E+000  0.000000E+000  2.164465E-004  6.229496E-002  3.580937E-001  2.502713E+000
  6.210200E-002  8.441525E-001  5.734488E-001  5.604319E-002  9.346056E-002  6.463666E-001  0.000000E+000  0.000000E+000  2.142141E-004  6.239444E-002  3.657301E-001  2.641810E+000
  6.312200E-002  9.106322E-001  6.186098E-001  5.700730E-002  9.428514E-002  6.628425E-001  0.000000E+000  0.000000E+000  2.120500E-004  6.251911E-002  3.711879E-001  2.777296E+000
