Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model for
"SMC bar" dust with C/H = b_C = 0 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

Calculated by B.T. Draine, Princeton University, 2001.07.05

References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron) [2401 values from 1.e-2 to 1.e4 um]
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
C_ext/H = extinction cross section per H nucleon (cm^2/H)
K_abs   = absorption cross section per mass of dust (cm^2/gram)

 lambda   albedo    g     C_ext/H    K_abs
(micron)                  (cm^2/H)  (cm^2/g)
--------- ------  ------ --------- ---------
6.237E-01 0.7353  0.5314 4.561E-23 3.444E+03
6.273E-01 0.7346  0.5303 4.522E-23 3.423E+03
6.310E-01 0.7338  0.5293 4.483E-23 3.403E+03
6.346E-01 0.7331  0.5283 4.444E-23 3.383E+03
6.383E-01 0.7324  0.5272 4.406E-23 3.363E+03
6.419E-01 0.7316  0.5261 4.367E-23 3.343E+03
6.457E-01 0.7309  0.5250 4.329E-23 3.323E+03
6.494E-01 0.7301  0.5239 4.291E-23 3.303E+03
6.531E-01 0.7294  0.5228 4.254E-23 3.284E+03
6.569E-01 0.7286  0.5217 4.217E-23 3.264E+03
6.607E-01 0.7278  0.5206 4.180E-23 3.245E+03
6.645E-01 0.7270  0.5194 4.143E-23 3.226E+03
6.683E-01 0.7262  0.5182 4.107E-23 3.207E+03
6.722E-01 0.7254  0.5170 4.070E-23 3.188E+03
6.761E-01 0.7246  0.5158 4.034E-23 3.169E+03
6.800E-01 0.7238  0.5146 3.998E-23 3.150E+03
6.839E-01 0.7230  0.5134 3.963E-23 3.131E+03
6.879E-01 0.7222  0.5121 3.927E-23 3.112E+03
6.918E-01 0.7213  0.5108 3.892E-23 3.094E+03
6.958E-01 0.7205  0.5095 3.857E-23 3.075E+03
6.998E-01 0.7196  0.5083 3.823E-23 3.057E+03
7.039E-01 0.7188  0.5069 3.788E-23 3.039E+03
7.079E-01 0.7179  0.5056 3.754E-23 3.021E+03
7.120E-01 0.7170  0.5043 3.720E-23 3.003E+03
7.161E-01 0.7161  0.5029 3.687E-23 2.985E+03
7.203E-01 0.7152  0.5016 3.653E-23 2.967E+03
7.244E-01 0.7143  0.5002 3.620E-23 2.950E+03
7.286E-01 0.7134  0.4988 3.587E-23 2.932E+03
7.328E-01 0.7125  0.4974 3.554E-23 2.915E+03
7.371E-01 0.7116  0.4959 3.522E-23 2.897E+03
7.413E-01 0.7107  0.4945 3.489E-23 2.880E+03
7.456E-01 0.7097  0.4930 3.457E-23 2.863E+03
7.499E-01 0.7088  0.4916 3.425E-23 2.845E+03
7.542E-01 0.7078  0.4901 3.394E-23 2.828E+03
7.586E-01 0.7069  0.4886 3.362E-23 2.811E+03
7.630E-01 0.7059  0.4871 3.331E-23 2.794E+03
7.674E-01 0.7050  0.4856 3.301E-23 2.778E+03
7.718E-01 0.7040  0.4841 3.270E-23 2.761E+03
7.762E-01 0.7030  0.4826 3.240E-23 2.745E+03
7.807E-01 0.7020  0.4810 3.210E-23 2.728E+03
7.852E-01 0.7010  0.4795 3.180E-23 2.712E+03
7.898E-01 0.7000  0.4779 3.150E-23 2.696E+03
7.943E-01 0.6990  0.4763 3.121E-23 2.680E+03
7.989E-01 0.6979  0.4748 3.091E-23 2.663E+03
8.035E-01 0.6969  0.4732 3.062E-23 2.647E+03
8.082E-01 0.6959  0.4716 3.034E-23 2.631E+03
8.128E-01 0.6949  0.4700 3.005E-23 2.615E+03
8.175E-01 0.6939  0.4684 2.977E-23 2.599E+03
8.222E-01 0.6928  0.4668 2.949E-23 2.584E+03
8.270E-01 0.6918  0.4652 2.921E-23 2.568E+03
8.318E-01 0.6907  0.4636 2.894E-23 2.553E+03
8.366E-01 0.6896  0.4619 2.867E-23 2.538E+03
8.414E-01 0.6886  0.4603 2.840E-23 2.523E+03
8.463E-01 0.6875  0.4587 2.813E-23 2.508E+03
8.511E-01 0.6864  0.4570 2.787E-23 2.493E+03
8.561E-01 0.6853  0.4554 2.760E-23 2.478E+03
8.610E-01 0.6842  0.4538 2.734E-23 2.463E+03
8.660E-01 0.6831  0.4521 2.708E-23 2.448E+03
8.710E-01 0.6820  0.4505 2.683E-23 2.433E+03
8.760E-01 0.6809  0.4488 2.657E-23 2.418E+03
8.810E-01 0.6798  0.4472 2.632E-23 2.404E+03
8.861E-01 0.6787  0.4455 2.607E-23 2.389E+03
8.913E-01 0.6776  0.4439 2.582E-23 2.375E+03
8.964E-01 0.6764  0.4422 2.558E-23 2.361E+03
9.016E-01 0.6753  0.4406 2.534E-23 2.347E+03
9.068E-01 0.6741  0.4389 2.510E-23 2.333E+03
9.120E-01 0.6730  0.4372 2.486E-23 2.319E+03
9.173E-01 0.6718  0.4356 2.463E-23 2.305E+03
9.226E-01 0.6706  0.4339 2.439E-23 2.292E+03
9.279E-01 0.6695  0.4322 2.416E-23 2.278E+03
9.333E-01 0.6683  0.4305 2.393E-23 2.264E+03
9.386E-01 0.6671  0.4288 2.370E-23 2.250E+03
9.441E-01 0.6659  0.4271 2.348E-23 2.237E+03
9.495E-01 0.6648  0.4254 2.325E-23 2.223E+03
9.550E-01 0.6636  0.4237 2.303E-23 2.210E+03
9.605E-01 0.6624  0.4220 2.281E-23 2.197E+03
9.661E-01 0.6612  0.4203 2.259E-23 2.184E+03
9.716E-01 0.6600  0.4186 2.238E-23 2.171E+03
9.772E-01 0.6587  0.4168 2.217E-23 2.158E+03
9.829E-01 0.6575  0.4150 2.196E-23 2.145E+03
9.886E-01 0.6562  0.4133 2.175E-23 2.132E+03
9.943E-01 0.6550  0.4115 2.154E-23 2.120E+03
1.000E+00 0.6537  0.4097 2.133E-23 2.107E+03
1.006E+00 0.6524  0.4079 2.113E-23 2.095E+03
1.012E+00 0.6511  0.4061 2.092E-23 2.082E+03
1.017E+00 0.6499  0.4042 2.072E-23 2.069E+03
1.023E+00 0.6486  0.4024 2.052E-23 2.057E+03
1.029E+00 0.6473  0.4006 2.032E-23 2.044E+03
1.035E+00 0.6461  0.3987 2.013E-23 2.032E+03
1.041E+00 0.6448  0.3969 1.994E-23 2.020E+03
1.047E+00 0.6435  0.3950 1.975E-23 2.008E+03
1.053E+00 0.6422  0.3931 1.956E-23 1.996E+03
1.059E+00 0.6408  0.3912 1.937E-23 1.984E+03
1.065E+00 0.6395  0.3892 1.919E-23 1.973E+03
1.072E+00 0.6382  0.3873 1.900E-23 1.961E+03
1.078E+00 0.6368  0.3853 1.882E-23 1.950E+03
1.084E+00 0.6355  0.3833 1.864E-23 1.938E+03
1.090E+00 0.6341  0.3814 1.846E-23 1.926E+03
1.096E+00 0.6328  0.3794 1.828E-23 1.915E+03
1.103E+00 0.6314  0.3774 1.811E-23 1.903E+03
1.109E+00 0.6301  0.3754 1.793E-23 1.892E+03
1.116E+00 0.6288  0.3734 1.776E-23 1.881E+03
1.122E+00 0.6275  0.3714 1.759E-23 1.869E+03
1.128E+00 0.6261  0.3694 1.742E-23 1.858E+03
1.135E+00 0.6248  0.3674 1.726E-23 1.847E+03
1.142E+00 0.6234  0.3653 1.710E-23 1.836E+03
1.148E+00 0.6221  0.3633 1.694E-23 1.826E+03
1.155E+00 0.6207  0.3612 1.677E-23 1.815E+03
1.161E+00 0.6193  0.3591 1.662E-23 1.804E+03
1.168E+00 0.6179  0.3570 1.646E-23 1.794E+03
1.175E+00 0.6166  0.3549 1.630E-23 1.783E+03
1.182E+00 0.6152  0.3529 1.615E-23 1.773E+03
1.189E+00 0.6138  0.3508 1.600E-23 1.762E+03
1.195E+00 0.6125  0.3488 1.585E-23 1.752E+03
1.202E+00 0.6111  0.3467 1.570E-23 1.741E+03
1.209E+00 0.6098  0.3447 1.555E-23 1.731E+03
1.216E+00 0.6085  0.3427 1.541E-23 1.721E+03
1.223E+00 0.6071  0.3407 1.527E-23 1.711E+03
1.230E+00 0.6058  0.3386 1.513E-23 1.701E+03
1.237E+00 0.6044  0.3366 1.499E-23 1.691E+03
1.245E+00 0.6031  0.3345 1.485E-23 1.681E+03
1.252E+00 0.6017  0.3325 1.471E-23 1.672E+03
1.259E+00 0.6003  0.3304 1.458E-23 1.662E+03
1.266E+00 0.5990  0.3284 1.445E-23 1.652E+03
1.274E+00 0.5976  0.3264 1.431E-23 1.643E+03
1.281E+00 0.5963  0.3244 1.418E-23 1.633E+03
1.288E+00 0.5949  0.3224 1.406E-23 1.624E+03
1.296E+00 0.5936  0.3205 1.393E-23 1.615E+03
1.303E+00 0.5923  0.3186 1.380E-23 1.606E+03
1.311E+00 0.5909  0.3167 1.368E-23 1.596E+03
1.318E+00 0.5896  0.3149 1.356E-23 1.587E+03
1.326E+00 0.5883  0.3130 1.344E-23 1.579E+03
1.334E+00 0.5870  0.3112 1.333E-23 1.570E+03
1.341E+00 0.5856  0.3093 1.321E-23 1.561E+03
1.349E+00 0.5843  0.3074 1.309E-23 1.553E+03
1.357E+00 0.5829  0.3055 1.298E-23 1.544E+03
1.365E+00 0.5816  0.3037 1.286E-23 1.535E+03
1.372E+00 0.5802  0.3019 1.275E-23 1.527E+03
1.380E+00 0.5789  0.3001 1.264E-23 1.518E+03
1.388E+00 0.5776  0.2984 1.253E-23 1.509E+03
1.396E+00 0.5762  0.2967 1.242E-23 1.501E+03
1.404E+00 0.5749  0.2950 1.231E-23 1.493E+03
1.413E+00 0.5736  0.2934 1.221E-23 1.484E+03
1.421E+00 0.5723  0.2918 1.210E-23 1.476E+03
1.429E+00 0.5711  0.2902 1.200E-23 1.468E+03
1.437E+00 0.5698  0.2886 1.190E-23 1.460E+03
1.445E+00 0.5685  0.2871 1.180E-23 1.452E+03
1.454E+00 0.5672  0.2855 1.170E-23 1.444E+03
1.462E+00 0.5659  0.2839 1.160E-23 1.436E+03
1.471E+00 0.5645  0.2823 1.150E-23 1.429E+03
1.479E+00 0.5632  0.2807 1.140E-23 1.421E+03
1.488E+00 0.5618  0.2792 1.130E-23 1.413E+03
1.496E+00 0.5605  0.2777 1.121E-23 1.405E+03
1.505E+00 0.5592  0.2762 1.111E-23 1.397E+03
1.514E+00 0.5578  0.2748 1.102E-23 1.390E+03
1.522E+00 0.5565  0.2734 1.093E-23 1.382E+03
1.531E+00 0.5552  0.2721 1.084E-23 1.375E+03
1.540E+00 0.5539  0.2708 1.075E-23 1.367E+03
1.549E+00 0.5526  0.2695 1.066E-23 1.360E+03
1.558E+00 0.5513  0.2681 1.057E-23 1.353E+03
1.567E+00 0.5500  0.2668 1.048E-23 1.346E+03
1.576E+00 0.5487  0.2655 1.040E-23 1.338E+03
1.585E+00 0.5474  0.2641 1.031E-23 1.331E+03
1.594E+00 0.5461  0.2627 1.022E-23 1.324E+03
1.603E+00 0.5448  0.2613 1.014E-23 1.317E+03
1.613E+00 0.5434  0.2600 1.005E-23 1.309E+03
1.622E+00 0.5421  0.2587 9.969E-24 1.302E+03
1.631E+00 0.5407  0.2574 9.886E-24 1.295E+03
1.641E+00 0.5394  0.2561 9.803E-24 1.288E+03
1.650E+00 0.5381  0.2549 9.722E-24 1.281E+03
1.660E+00 0.5368  0.2537 9.642E-24 1.274E+03
1.669E+00 0.5355  0.2525 9.563E-24 1.267E+03
1.679E+00 0.5342  0.2514 9.485E-24 1.260E+03
1.688E+00 0.5329  0.2502 9.408E-24 1.253E+03
1.698E+00 0.5316  0.2490 9.332E-24 1.247E+03
1.708E+00 0.5303  0.2478 9.256E-24 1.240E+03
1.718E+00 0.5290  0.2465 9.181E-24 1.233E+03
1.728E+00 0.5277  0.2453 9.105E-24 1.227E+03
1.738E+00 0.5263  0.2440 9.030E-24 1.220E+03
1.748E+00 0.5249  0.2428 8.955E-24 1.213E+03
1.758E+00 0.5236  0.2415 8.880E-24 1.207E+03
1.768E+00 0.5222  0.2403 8.806E-24 1.200E+03
1.778E+00 0.5208  0.2391 8.734E-24 1.194E+03
1.789E+00 0.5194  0.2379 8.662E-24 1.187E+03
1.799E+00 0.5180  0.2368 8.591E-24 1.181E+03
1.809E+00 0.5167  0.2356 8.522E-24 1.175E+03
1.820E+00 0.5153  0.2345 8.453E-24 1.169E+03
1.830E+00 0.5139  0.2334 8.385E-24 1.163E+03
1.841E+00 0.5126  0.2323 8.318E-24 1.156E+03
1.851E+00 0.5112  0.2311 8.251E-24 1.150E+03
1.862E+00 0.5098  0.2299 8.184E-24 1.144E+03
1.873E+00 0.5084  0.2286 8.117E-24 1.138E+03
1.884E+00 0.5069  0.2274 8.051E-24 1.132E+03
1.895E+00 0.5055  0.2261 7.985E-24 1.126E+03
1.905E+00 0.5040  0.2249 7.919E-24 1.120E+03
1.916E+00 0.5026  0.2236 7.854E-24 1.114E+03
1.928E+00 0.5011  0.2224 7.789E-24 1.108E+03
1.939E+00 0.4997  0.2212 7.726E-24 1.103E+03
1.950E+00 0.4982  0.2200 7.663E-24 1.097E+03
1.961E+00 0.4968  0.2188 7.600E-24 1.091E+03
1.972E+00 0.4954  0.2176 7.539E-24 1.085E+03
1.984E+00 0.4939  0.2164 7.478E-24 1.079E+03
1.995E+00 0.4925  0.2152 7.418E-24 1.074E+03
2.007E+00 0.4911  0.2140 7.358E-24 1.068E+03
2.018E+00 0.4896  0.2127 7.298E-24 1.063E+03
2.030E+00 0.4881  0.2114 7.239E-24 1.057E+03
2.042E+00 0.4867  0.2101 7.180E-24 1.051E+03
2.054E+00 0.4852  0.2088 7.121E-24 1.046E+03
2.065E+00 0.4837  0.2074 7.062E-24 1.040E+03
2.077E+00 0.4821  0.2061 7.004E-24 1.035E+03
2.089E+00 0.4806  0.2047 6.947E-24 1.029E+03
2.101E+00 0.4791  0.2034 6.889E-24 1.024E+03
2.113E+00 0.4776  0.2021 6.833E-24 1.018E+03
2.126E+00 0.4761  0.2008 6.777E-24 1.013E+03
2.138E+00 0.4746  0.1995 6.721E-24 1.007E+03
2.150E+00 0.4731  0.1981 6.667E-24 1.002E+03
2.163E+00 0.4716  0.1968 6.612E-24 9.966E+02
2.175E+00 0.4701  0.1955 6.558E-24 9.913E+02
2.188E+00 0.4686  0.1941 6.505E-24 9.860E+02
2.200E+00 0.4670  0.1927 6.452E-24 9.808E+02
2.213E+00 0.4655  0.1913 6.399E-24 9.756E+02
2.226E+00 0.4639  0.1898 6.346E-24 9.704E+02
2.239E+00 0.4623  0.1884 6.293E-24 9.652E+02
2.252E+00 0.4607  0.1869 6.241E-24 9.600E+02
2.265E+00 0.4591  0.1855 6.190E-24 9.549E+02
2.278E+00 0.4575  0.1840 6.138E-24 9.498E+02
2.291E+00 0.4559  0.1825 6.087E-24 9.447E+02
2.304E+00 0.4543  0.1811 6.037E-24 9.396E+02
2.317E+00 0.4527  0.1796 5.987E-24 9.346E+02
2.331E+00 0.4511  0.1781 5.937E-24 9.296E+02
2.344E+00 0.4495  0.1767 5.888E-24 9.246E+02
2.358E+00 0.4479  0.1752 5.839E-24 9.196E+02
2.371E+00 0.4463  0.1737 5.791E-24 9.146E+02
2.385E+00 0.4447  0.1721 5.743E-24 9.097E+02
2.399E+00 0.4430  0.1706 5.695E-24 9.047E+02
2.413E+00 0.4414  0.1690 5.647E-24 8.998E+02
2.427E+00 0.4397  0.1675 5.600E-24 8.949E+02
2.441E+00 0.4381  0.1659 5.553E-24 8.900E+02
2.455E+00 0.4364  0.1642 5.506E-24 8.851E+02
2.469E+00 0.4348  0.1626 5.460E-24 8.803E+02
2.483E+00 0.4331  0.1610 5.414E-24 8.754E+02
2.497E+00 0.4314  0.1594 5.368E-24 8.707E+02
2.512E+00 0.4297  0.1578 5.323E-24 8.659E+02
2.526E+00 0.4280  0.1561 5.278E-24 8.612E+02
2.541E+00 0.4263  0.1545 5.234E-24 8.565E+02
2.556E+00 0.4246  0.1529 5.190E-24 8.518E+02
2.570E+00 0.4229  0.1512 5.146E-24 8.471E+02
2.585E+00 0.4212  0.1495 5.103E-24 8.425E+02
2.600E+00 0.4194  0.1479 5.060E-24 8.379E+02
2.615E+00 0.4177  0.1462 5.017E-24 8.333E+02
2.630E+00 0.4160  0.1445 4.975E-24 8.287E+02
2.645E+00 0.4142  0.1427 4.932E-24 8.241E+02
2.661E+00 0.4124  0.1410 4.890E-24 8.196E+02
2.676E+00 0.4106  0.1392 4.848E-24 8.151E+02
2.692E+00 0.4088  0.1374 4.807E-24 8.106E+02
2.707E+00 0.4070  0.1357 4.766E-24 8.061E+02
2.723E+00 0.4052  0.1339 4.725E-24 8.017E+02
2.738E+00 0.4034  0.1322 4.685E-24 7.972E+02
2.754E+00 0.4016  0.1304 4.644E-24 7.928E+02
2.770E+00 0.3997  0.1286 4.605E-24 7.884E+02
2.786E+00 0.3979  0.1268 4.565E-24 7.840E+02
2.802E+00 0.3961  0.1250 4.526E-24 7.796E+02
2.818E+00 0.3942  0.1233 4.487E-24 7.753E+02
2.835E+00 0.3924  0.1214 4.448E-24 7.710E+02
2.851E+00 0.3905  0.1196 4.410E-24 7.667E+02
2.867E+00 0.3886  0.1178 4.372E-24 7.624E+02
2.884E+00 0.3868  0.1160 4.334E-24 7.581E+02
2.901E+00 0.3849  0.1141 4.297E-24 7.539E+02
2.917E+00 0.3829  0.1122 4.259E-24 7.497E+02
2.934E+00 0.3810  0.1103 4.222E-24 7.455E+02
2.951E+00 0.3791  0.1085 4.185E-24 7.413E+02
2.968E+00 0.3771  0.1066 4.149E-24 7.371E+02
2.985E+00 0.3752  0.1048 4.113E-24 7.330E+02
3.003E+00 0.3732  0.1029 4.077E-24 7.289E+02
3.020E+00 0.3713  0.1011 4.041E-24 7.247E+02
3.037E+00 0.3693  0.0992 4.006E-24 7.206E+02
3.055E+00 0.3674  0.0973 3.971E-24 7.166E+02
3.073E+00 0.3654  0.0955 3.936E-24 7.125E+02
3.090E+00 0.3634  0.0936 3.902E-24 7.085E+02
3.108E+00 0.3614  0.0917 3.868E-24 7.045E+02
3.126E+00 0.3594  0.0898 3.834E-24 7.007E+02
3.144E+00 0.3573  0.0879 3.801E-24 6.968E+02
3.162E+00 0.3554  0.0860 3.767E-24 6.925E+02
3.181E+00 0.3532  0.0841 3.735E-24 6.891E+02
3.199E+00 0.3512  0.0822 3.703E-24 6.853E+02
3.217E+00 0.3491  0.0803 3.671E-24 6.815E+02
3.236E+00 0.3470  0.0784 3.639E-24 6.778E+02
3.255E+00 0.3449  0.0765 3.607E-24 6.741E+02
3.273E+00 0.3427  0.0745 3.576E-24 6.704E+02
3.292E+00 0.3406  0.0726 3.545E-24 6.667E+02
3.311E+00 0.3385  0.0707 3.513E-24 6.629E+02
3.330E+00 0.3365  0.0688 3.482E-24 6.589E+02
3.350E+00 0.3345  0.0669 3.451E-24 6.550E+02
3.369E+00 0.3324  0.0650 3.420E-24 6.512E+02
3.388E+00 0.3303  0.0631 3.389E-24 6.474E+02
3.408E+00 0.3283  0.0612 3.359E-24 6.436E+02
3.428E+00 0.3262  0.0593 3.329E-24 6.398E+02
3.447E+00 0.3241  0.0574 3.299E-24 6.360E+02
3.467E+00 0.3220  0.0556 3.269E-24 6.322E+02
3.487E+00 0.3199  0.0537 3.240E-24 6.285E+02
3.508E+00 0.3178  0.0518 3.210E-24 6.247E+02
3.528E+00 0.3157  0.0500 3.181E-24 6.210E+02
3.548E+00 0.3136  0.0481 3.153E-24 6.173E+02
3.569E+00 0.3115  0.0463 3.124E-24 6.136E+02
3.589E+00 0.3094  0.0444 3.096E-24 6.099E+02
3.610E+00 0.3072  0.0426 3.068E-24 6.062E+02
3.631E+00 0.3051  0.0408 3.040E-24 6.026E+02
3.652E+00 0.3030  0.0389 3.012E-24 5.989E+02
3.673E+00 0.3008  0.0371 2.985E-24 5.953E+02
3.694E+00 0.2987  0.0353 2.958E-24 5.917E+02
3.715E+00 0.2965  0.0336 2.931E-24 5.881E+02
3.737E+00 0.2944  0.0318 2.905E-24 5.846E+02
3.758E+00 0.2922  0.0300 2.878E-24 5.810E+02
3.780E+00 0.2901  0.0283 2.852E-24 5.775E+02
3.802E+00 0.2879  0.0265 2.826E-24 5.740E+02
3.824E+00 0.2858  0.0248 2.800E-24 5.705E+02
3.846E+00 0.2836  0.0231 2.775E-24 5.670E+02
3.868E+00 0.2814  0.0214 2.749E-24 5.635E+02
3.890E+00 0.2793  0.0197 2.724E-24 5.601E+02
3.913E+00 0.2771  0.0180 2.700E-24 5.567E+02
3.936E+00 0.2749  0.0163 2.675E-24 5.533E+02
3.958E+00 0.2727  0.0146 2.651E-24 5.500E+02
3.981E+00 0.2705  0.0130 2.627E-24 5.466E+02
4.004E+00 0.2684  0.0114 2.603E-24 5.432E+02
4.027E+00 0.2662  0.0097 2.579E-24 5.399E+02
4.050E+00 0.2640  0.0081 2.556E-24 5.366E+02
4.074E+00 0.2618  0.0065 2.533E-24 5.333E+02
4.097E+00 0.2596  0.0050 2.510E-24 5.300E+02
4.121E+00 0.2574  0.0034 2.487E-24 5.267E+02
4.145E+00 0.2553  0.0018 2.464E-24 5.234E+02
4.169E+00 0.2531  0.0003 2.441E-24 5.200E+02
4.193E+00 0.2510 -0.0012 2.418E-24 5.167E+02
4.217E+00 0.2488 -0.0027 2.396E-24 5.134E+02
4.241E+00 0.2467 -0.0042 2.374E-24 5.101E+02
4.266E+00 0.2445 -0.0057 2.352E-24 5.068E+02
4.290E+00 0.2424 -0.0071 2.330E-24 5.036E+02
4.315E+00 0.2402 -0.0086 2.309E-24 5.004E+02
4.340E+00 0.2380 -0.0100 2.288E-24 4.972E+02
4.365E+00 0.2359 -0.0114 2.266E-24 4.940E+02
4.390E+00 0.2337 -0.0128 2.246E-24 4.908E+02
4.416E+00 0.2315 -0.0141 2.225E-24 4.877E+02
4.441E+00 0.2294 -0.0155 2.205E-24 4.846E+02
4.467E+00 0.2272 -0.0168 2.185E-24 4.816E+02
4.493E+00 0.2250 -0.0181 2.165E-24 4.786E+02
4.519E+00 0.2228 -0.0194 2.145E-24 4.756E+02
4.545E+00 0.2206 -0.0207 2.126E-24 4.727E+02
4.571E+00 0.2184 -0.0220 2.107E-24 4.697E+02
4.597E+00 0.2162 -0.0232 2.088E-24 4.669E+02
4.624E+00 0.2140 -0.0245 2.070E-24 4.640E+02
4.651E+00 0.2118 -0.0257 2.051E-24 4.612E+02
4.677E+00 0.2096 -0.0269 2.033E-24 4.584E+02
4.704E+00 0.2074 -0.0281 2.015E-24 4.556E+02
4.732E+00 0.2052 -0.0292 1.998E-24 4.529E+02
4.759E+00 0.2030 -0.0304 1.980E-24 4.501E+02
4.786E+00 0.2008 -0.0315 1.963E-24 4.475E+02
4.814E+00 0.1986 -0.0326 1.946E-24 4.448E+02
4.842E+00 0.1964 -0.0337 1.929E-24 4.423E+02
4.870E+00 0.1941 -0.0348 1.913E-24 4.397E+02
4.898E+00 0.1919 -0.0358 1.897E-24 4.372E+02
4.926E+00 0.1897 -0.0369 1.881E-24 4.347E+02
4.955E+00 0.1875 -0.0379 1.865E-24 4.322E+02
4.983E+00 0.1853 -0.0389 1.849E-24 4.298E+02
5.012E+00 0.1831 -0.0399 1.834E-24 4.274E+02
5.041E+00 0.1809 -0.0409 1.819E-24 4.250E+02
5.070E+00 0.1787 -0.0419 1.804E-24 4.227E+02
5.099E+00 0.1764 -0.0429 1.790E-24 4.205E+02
5.129E+00 0.1742 -0.0438 1.776E-24 4.182E+02
5.158E+00 0.1720 -0.0448 1.762E-24 4.161E+02
5.188E+00 0.1698 -0.0457 1.748E-24 4.140E+02
5.218E+00 0.1676 -0.0466 1.735E-24 4.119E+02
5.248E+00 0.1654 -0.0475 1.722E-24 4.099E+02
5.278E+00 0.1632 -0.0484 1.709E-24 4.079E+02
5.309E+00 0.1609 -0.0493 1.696E-24 4.060E+02
5.339E+00 0.1587 -0.0502 1.684E-24 4.041E+02
5.370E+00 0.1565 -0.0510 1.672E-24 4.023E+02
5.401E+00 0.1543 -0.0519 1.660E-24 4.005E+02
5.433E+00 0.1521 -0.0527 1.649E-24 3.987E+02
5.464E+00 0.1499 -0.0535 1.637E-24 3.970E+02
5.495E+00 0.1477 -0.0543 1.626E-24 3.954E+02
5.527E+00 0.1455 -0.0551 1.616E-24 3.938E+02
5.559E+00 0.1433 -0.0559 1.605E-24 3.923E+02
5.591E+00 0.1411 -0.0566 1.595E-24 3.908E+02
5.623E+00 0.1389 -0.0573 1.585E-24 3.894E+02
5.656E+00 0.1367 -0.0581 1.576E-24 3.880E+02
5.689E+00 0.1345 -0.0588 1.567E-24 3.867E+02
5.721E+00 0.1323 -0.0595 1.558E-24 3.855E+02
5.754E+00 0.1302 -0.0601 1.549E-24 3.843E+02
5.788E+00 0.1280 -0.0608 1.541E-24 3.832E+02
5.821E+00 0.1258 -0.0615 1.533E-24 3.821E+02
5.855E+00 0.1237 -0.0621 1.525E-24 3.812E+02
5.888E+00 0.1215 -0.0627 1.518E-24 3.803E+02
5.922E+00 0.1194 -0.0633 1.511E-24 3.795E+02
5.957E+00 0.1172 -0.0639 1.504E-24 3.788E+02
5.991E+00 0.1150 -0.0645 1.499E-24 3.783E+02
6.026E+00 0.1128 -0.0651 1.493E-24 3.779E+02
6.060E+00 0.1106 -0.0656 1.489E-24 3.778E+02
6.095E+00 0.1084 -0.0662 1.485E-24 3.778E+02
6.131E+00 0.1062 -0.0667 1.482E-24 3.779E+02
6.166E+00 0.1040 -0.0672 1.479E-24 3.779E+02
6.202E+00 0.1020 -0.0678 1.474E-24 3.774E+02
6.237E+00 0.1003 -0.0683 1.465E-24 3.761E+02
6.273E+00 0.0987 -0.0689 1.455E-24 3.741E+02
6.310E+00 0.0970 -0.0705 1.446E-24 3.725E+02
6.346E+00 0.0954 -0.0698 1.437E-24 3.707E+02
6.383E+00 0.0938 -0.0702 1.427E-24 3.690E+02
6.419E+00 0.0922 -0.0706 1.419E-24 3.673E+02
6.457E+00 0.0906 -0.0710 1.410E-24 3.658E+02
6.494E+00 0.0890 -0.0715 1.402E-24 3.644E+02
6.531E+00 0.0874 -0.0719 1.395E-24 3.630E+02
6.569E+00 0.0859 -0.0723 1.387E-24 3.617E+02
6.607E+00 0.0843 -0.0727 1.380E-24 3.604E+02
6.645E+00 0.0828 -0.0731 1.373E-24 3.591E+02
6.683E+00 0.0812 -0.0735 1.366E-24 3.579E+02
6.722E+00 0.0798 -0.0738 1.358E-24 3.566E+02
6.761E+00 0.0783 -0.0742 1.351E-24 3.553E+02
6.800E+00 0.0768 -0.0745 1.345E-24 3.541E+02
6.839E+00 0.0753 -0.0749 1.338E-24 3.530E+02
6.879E+00 0.0739 -0.0752 1.332E-24 3.520E+02
6.918E+00 0.0724 -0.0755 1.326E-24 3.510E+02
