Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model for
"SMC bar" dust with C/H = b_C = 0 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

Calculated by B.T. Draine, Princeton University, 2001.07.05

References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron) [2401 values from 1.e-2 to 1.e4 um]
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
C_ext/H = extinction cross section per H nucleon (cm^2/H)
K_abs   = absorption cross section per mass of dust (cm^2/gram)

 lambda   albedo    g     C_ext/H    K_abs
(micron)                  (cm^2/H)  (cm^2/g)
--------- ------  ------ --------- ---------
5.527E-02 0.2979  0.7587 3.392E-22 6.793E+04
5.559E-02 0.2989  0.7555 3.411E-22 6.821E+04
5.591E-02 0.3002  0.7520 3.432E-22 6.851E+04
5.623E-02 0.3015  0.7483 3.455E-22 6.883E+04
5.656E-02 0.3047  0.7436 3.473E-22 6.888E+04
5.689E-02 0.3087  0.7381 3.494E-22 6.890E+04
5.721E-02 0.3124  0.7324 3.522E-22 6.908E+04
5.754E-02 0.3156  0.7264 3.556E-22 6.943E+04
5.788E-02 0.3183  0.7203 3.596E-22 6.993E+04
5.821E-02 0.3194  0.7151 3.650E-22 7.086E+04
5.855E-02 0.3212  0.7085 3.705E-22 7.173E+04
5.888E-02 0.3226  0.7018 3.765E-22 7.274E+04
5.922E-02 0.3219  0.6946 3.855E-22 7.456E+04
5.957E-02 0.3193  0.6873 3.970E-22 7.708E+04
5.991E-02 0.3164  0.6804 4.089E-22 7.973E+04
6.026E-02 0.3133  0.6736 4.212E-22 8.251E+04
6.060E-02 0.3098  0.6672 4.339E-22 8.542E+04
6.095E-02 0.3062  0.6609 4.471E-22 8.848E+04
6.131E-02 0.3025  0.6548 4.609E-22 9.170E+04
6.166E-02 0.2986  0.6489 4.751E-22 9.506E+04
6.202E-02 0.2946  0.6433 4.898E-22 9.855E+04
6.237E-02 0.2903  0.6396 5.019E-22 1.016E+05
6.273E-02 0.2862  0.6362 5.136E-22 1.046E+05
6.310E-02 0.2823  0.6331 5.250E-22 1.075E+05
6.346E-02 0.2786  0.6302 5.358E-22 1.103E+05
6.383E-02 0.2751  0.6276 5.462E-22 1.129E+05
6.419E-02 0.2717  0.6253 5.560E-22 1.155E+05
6.457E-02 0.2686  0.6232 5.652E-22 1.179E+05
6.494E-02 0.2657  0.6213 5.738E-22 1.202E+05
6.531E-02 0.2630  0.6195 5.817E-22 1.223E+05
6.569E-02 0.2608  0.6179 5.883E-22 1.241E+05
6.607E-02 0.2588  0.6164 5.945E-22 1.257E+05
6.645E-02 0.2569  0.6150 6.000E-22 1.272E+05
6.683E-02 0.2553  0.6137 6.050E-22 1.285E+05
6.722E-02 0.2537  0.6125 6.095E-22 1.297E+05
6.761E-02 0.2524  0.6114 6.134E-22 1.308E+05
6.800E-02 0.2511  0.6104 6.169E-22 1.318E+05
6.839E-02 0.2500  0.6095 6.198E-22 1.326E+05
6.879E-02 0.2490  0.6087 6.223E-22 1.333E+05
6.918E-02 0.2481  0.6078 6.246E-22 1.339E+05
6.958E-02 0.2474  0.6069 6.266E-22 1.345E+05
6.998E-02 0.2467  0.6061 6.283E-22 1.350E+05
7.039E-02 0.2462  0.6053 6.296E-22 1.354E+05
7.079E-02 0.2457  0.6045 6.306E-22 1.357E+05
7.120E-02 0.2454  0.6038 6.312E-22 1.359E+05
7.161E-02 0.2451  0.6031 6.314E-22 1.360E+05
7.203E-02 0.2450  0.6025 6.313E-22 1.360E+05
7.244E-02 0.2449  0.6019 6.309E-22 1.359E+05
7.286E-02 0.2449  0.6013 6.302E-22 1.357E+05
7.328E-02 0.2483  0.5828 6.657E-22 1.427E+05
7.371E-02 0.2485  0.5838 6.606E-22 1.416E+05
7.413E-02 0.2487  0.5849 6.553E-22 1.404E+05
7.456E-02 0.2489  0.5861 6.497E-22 1.392E+05
7.499E-02 0.2491  0.5873 6.439E-22 1.379E+05
7.542E-02 0.2494  0.5886 6.380E-22 1.366E+05
7.586E-02 0.2496  0.5900 6.320E-22 1.353E+05
7.630E-02 0.2497  0.5915 6.258E-22 1.339E+05
7.674E-02 0.2498  0.5931 6.194E-22 1.325E+05
7.718E-02 0.2499  0.5948 6.130E-22 1.312E+05
7.762E-02 0.2502  0.5962 6.070E-22 1.298E+05
7.807E-02 0.2510  0.5967 6.023E-22 1.287E+05
7.852E-02 0.2518  0.5972 5.976E-22 1.275E+05
7.898E-02 0.2527  0.5976 5.930E-22 1.264E+05
7.943E-02 0.2535  0.5980 5.885E-22 1.253E+05
7.989E-02 0.2544  0.5984 5.839E-22 1.242E+05
8.035E-02 0.2552  0.5988 5.795E-22 1.231E+05
8.082E-02 0.2560  0.5993 5.750E-22 1.220E+05
8.128E-02 0.2568  0.5997 5.707E-22 1.210E+05
8.175E-02 0.2576  0.6001 5.664E-22 1.199E+05
8.222E-02 0.2583  0.6006 5.621E-22 1.189E+05
8.270E-02 0.2590  0.6010 5.579E-22 1.179E+05
8.318E-02 0.2593  0.6014 5.545E-22 1.172E+05
8.366E-02 0.2595  0.6017 5.512E-22 1.164E+05
8.414E-02 0.2596  0.6020 5.481E-22 1.157E+05
8.463E-02 0.2597  0.6022 5.451E-22 1.151E+05
8.511E-02 0.2596  0.6025 5.423E-22 1.145E+05
8.561E-02 0.2595  0.6027 5.396E-22 1.140E+05
8.610E-02 0.2593  0.6029 5.370E-22 1.135E+05
8.660E-02 0.2591  0.6031 5.346E-22 1.130E+05
8.710E-02 0.2587  0.6033 5.323E-22 1.125E+05
8.760E-02 0.2583  0.6035 5.301E-22 1.121E+05
8.810E-02 0.2578  0.6036 5.280E-22 1.118E+05
8.861E-02 0.2574  0.6035 5.262E-22 1.115E+05
8.913E-02 0.2583  0.6014 5.263E-22 1.113E+05
8.964E-02 0.2593  0.5990 5.266E-22 1.113E+05
9.016E-02 0.2606  0.5964 5.272E-22 1.112E+05
9.068E-02 0.2619  0.5934 5.280E-22 1.112E+05
9.120E-02 0.2634  0.5904 5.289E-22 1.111E+05
9.173E-02 0.2649  0.5887 5.275E-22 1.106E+05
9.226E-02 0.2665  0.5872 5.256E-22 1.100E+05
9.279E-02 0.2681  0.5859 5.233E-22 1.093E+05
9.333E-02 0.2697  0.5848 5.207E-22 1.085E+05
9.386E-02 0.2712  0.5838 5.181E-22 1.077E+05
9.441E-02 0.2727  0.5830 5.154E-22 1.069E+05
9.495E-02 0.2742  0.5822 5.125E-22 1.061E+05
9.550E-02 0.2756  0.5815 5.096E-22 1.053E+05
9.605E-02 0.2770  0.5809 5.066E-22 1.045E+05
9.661E-02 0.2785  0.5803 5.036E-22 1.036E+05
9.716E-02 0.2799  0.5798 5.005E-22 1.028E+05
9.772E-02 0.2813  0.5793 4.974E-22 1.020E+05
9.829E-02 0.2827  0.5788 4.943E-22 1.011E+05
9.886E-02 0.2841  0.5784 4.911E-22 1.003E+05
9.943E-02 0.2856  0.5781 4.880E-22 9.944E+04
1.000E-01 0.2871  0.5777 4.848E-22 9.857E+04
1.006E-01 0.2888  0.5772 4.816E-22 9.770E+04
1.012E-01 0.2905  0.5768 4.783E-22 9.680E+04
1.017E-01 0.2922  0.5765 4.748E-22 9.586E+04
1.023E-01 0.2940  0.5764 4.713E-22 9.490E+04
1.029E-01 0.2959  0.5766 4.671E-22 9.381E+04
1.035E-01 0.2978  0.5770 4.628E-22 9.270E+04
1.041E-01 0.2996  0.5776 4.585E-22 9.159E+04
1.047E-01 0.3014  0.5782 4.542E-22 9.050E+04
1.053E-01 0.3030  0.5789 4.500E-22 8.947E+04
1.059E-01 0.3042  0.5797 4.461E-22 8.853E+04
1.065E-01 0.3054  0.5805 4.423E-22 8.762E+04
1.072E-01 0.3065  0.5813 4.385E-22 8.674E+04
1.078E-01 0.3076  0.5821 4.349E-22 8.590E+04
1.084E-01 0.3086  0.5829 4.314E-22 8.508E+04
1.090E-01 0.3097  0.5835 4.281E-22 8.429E+04
1.096E-01 0.3107  0.5841 4.248E-22 8.352E+04
1.103E-01 0.3118  0.5847 4.216E-22 8.276E+04
1.109E-01 0.3128  0.5853 4.185E-22 8.203E+04
1.116E-01 0.3138  0.5859 4.154E-22 8.131E+04
1.122E-01 0.3148  0.5864 4.125E-22 8.061E+04
1.128E-01 0.3159  0.5870 4.095E-22 7.991E+04
1.135E-01 0.3169  0.5875 4.066E-22 7.923E+04
1.142E-01 0.3179  0.5881 4.038E-22 7.856E+04
1.148E-01 0.3190  0.5886 4.010E-22 7.790E+04
1.155E-01 0.3200  0.5889 3.983E-22 7.725E+04
1.161E-01 0.3211  0.5893 3.956E-22 7.660E+04
1.168E-01 0.3223  0.5896 3.930E-22 7.597E+04
1.175E-01 0.3234  0.5898 3.904E-22 7.534E+04
1.182E-01 0.3245  0.5901 3.878E-22 7.472E+04
1.189E-01 0.3257  0.5903 3.852E-22 7.410E+04
1.195E-01 0.3269  0.5905 3.827E-22 7.349E+04
1.202E-01 0.3280  0.5906 3.803E-22 7.288E+04
1.209E-01 0.3293  0.5908 3.778E-22 7.228E+04
1.216E-01 0.3305  0.5909 3.754E-22 7.169E+04
1.223E-01 0.3317  0.5910 3.730E-22 7.110E+04
1.230E-01 0.3329  0.5911 3.707E-22 7.053E+04
1.237E-01 0.3342  0.5911 3.683E-22 6.995E+04
1.245E-01 0.3355  0.5911 3.660E-22 6.938E+04
1.252E-01 0.3367  0.5911 3.638E-22 6.882E+04
1.259E-01 0.3380  0.5911 3.615E-22 6.826E+04
1.266E-01 0.3394  0.5911 3.593E-22 6.770E+04
1.274E-01 0.3407  0.5910 3.571E-22 6.715E+04
1.281E-01 0.3420  0.5909 3.549E-22 6.660E+04
1.288E-01 0.3434  0.5908 3.527E-22 6.606E+04
1.296E-01 0.3448  0.5906 3.506E-22 6.552E+04
1.303E-01 0.3462  0.5904 3.484E-22 6.498E+04
1.311E-01 0.3477  0.5902 3.464E-22 6.445E+04
1.318E-01 0.3491  0.5900 3.443E-22 6.392E+04
1.326E-01 0.3506  0.5897 3.423E-22 6.340E+04
1.334E-01 0.3520  0.5894 3.402E-22 6.288E+04
1.341E-01 0.3536  0.5890 3.383E-22 6.237E+04
1.349E-01 0.3551  0.5886 3.363E-22 6.186E+04
1.357E-01 0.3568  0.5882 3.343E-22 6.134E+04
1.365E-01 0.3584  0.5877 3.324E-22 6.083E+04
1.372E-01 0.3601  0.5871 3.305E-22 6.032E+04
1.380E-01 0.3619  0.5865 3.286E-22 5.981E+04
1.388E-01 0.3638  0.5858 3.268E-22 5.930E+04
1.396E-01 0.3657  0.5850 3.250E-22 5.879E+04
1.404E-01 0.3678  0.5842 3.231E-22 5.827E+04
1.413E-01 0.3701  0.5832 3.213E-22 5.774E+04
1.421E-01 0.3727  0.5821 3.195E-22 5.717E+04
1.429E-01 0.3757  0.5810 3.175E-22 5.655E+04
1.437E-01 0.3792  0.5800 3.154E-22 5.586E+04
1.445E-01 0.3831  0.5789 3.131E-22 5.510E+04
1.454E-01 0.3873  0.5781 3.107E-22 5.429E+04
1.462E-01 0.3918  0.5774 3.080E-22 5.344E+04
1.471E-01 0.3965  0.5769 3.053E-22 5.256E+04
1.479E-01 0.4012  0.5764 3.025E-22 5.167E+04
1.488E-01 0.4061  0.5760 2.997E-22 5.077E+04
1.496E-01 0.4115  0.5758 2.967E-22 4.981E+04
1.505E-01 0.4170  0.5756 2.937E-22 4.883E+04
1.514E-01 0.4227  0.5753 2.907E-22 4.786E+04
1.522E-01 0.4285  0.5751 2.877E-22 4.690E+04
1.531E-01 0.4345  0.5749 2.847E-22 4.593E+04
1.540E-01 0.4406  0.5746 2.818E-22 4.496E+04
1.549E-01 0.4470  0.5744 2.788E-22 4.398E+04
1.558E-01 0.4532  0.5741 2.759E-22 4.302E+04
1.567E-01 0.4596  0.5739 2.730E-22 4.208E+04
1.576E-01 0.4660  0.5736 2.701E-22 4.114E+04
1.585E-01 0.4726  0.5733 2.672E-22 4.019E+04
1.594E-01 0.4794  0.5730 2.644E-22 3.926E+04
1.603E-01 0.4863  0.5726 2.615E-22 3.832E+04
1.613E-01 0.4932  0.5722 2.588E-22 3.741E+04
1.622E-01 0.5003  0.5716 2.561E-22 3.650E+04
1.631E-01 0.5075  0.5710 2.534E-22 3.560E+04
1.641E-01 0.5148  0.5704 2.508E-22 3.471E+04
1.650E-01 0.5221  0.5698 2.482E-22 3.384E+04
1.660E-01 0.5292  0.5692 2.457E-22 3.299E+04
1.669E-01 0.5364  0.5685 2.432E-22 3.217E+04
1.679E-01 0.5436  0.5678 2.408E-22 3.135E+04
1.688E-01 0.5509  0.5670 2.385E-22 3.055E+04
1.698E-01 0.5582  0.5662 2.361E-22 2.976E+04
1.708E-01 0.5653  0.5655 2.339E-22 2.900E+04
1.718E-01 0.5724  0.5647 2.316E-22 2.825E+04
1.728E-01 0.5796  0.5639 2.294E-22 2.751E+04
1.738E-01 0.5868  0.5631 2.273E-22 2.679E+04
1.748E-01 0.5940  0.5623 2.252E-22 2.608E+04
1.758E-01 0.6011  0.5614 2.231E-22 2.539E+04
1.768E-01 0.6082  0.5605 2.211E-22 2.471E+04
1.778E-01 0.6153  0.5596 2.192E-22 2.405E+04
1.789E-01 0.6223  0.5587 2.172E-22 2.340E+04
1.799E-01 0.6292  0.5578 2.153E-22 2.277E+04
1.809E-01 0.6360  0.5570 2.134E-22 2.216E+04
1.820E-01 0.6427  0.5562 2.115E-22 2.156E+04
1.830E-01 0.6493  0.5554 2.098E-22 2.098E+04
1.841E-01 0.6556  0.5547 2.080E-22 2.043E+04
1.851E-01 0.6618  0.5540 2.064E-22 1.991E+04
1.862E-01 0.6677  0.5533 2.048E-22 1.941E+04
1.873E-01 0.6734  0.5525 2.032E-22 1.893E+04
1.884E-01 0.6789  0.5518 2.016E-22 1.847E+04
1.895E-01 0.6842  0.5510 2.001E-22 1.802E+04
1.905E-01 0.6897  0.5504 1.985E-22 1.757E+04
1.916E-01 0.6953  0.5497 1.969E-22 1.712E+04
1.928E-01 0.7008  0.5492 1.954E-22 1.668E+04
1.939E-01 0.7060  0.5488 1.940E-22 1.627E+04
1.950E-01 0.7108  0.5483 1.926E-22 1.589E+04
1.961E-01 0.7154  0.5478 1.914E-22 1.554E+04
1.972E-01 0.7196  0.5472 1.902E-22 1.521E+04
1.984E-01 0.7236  0.5464 1.890E-22 1.490E+04
1.995E-01 0.7275  0.5457 1.878E-22 1.460E+04
2.007E-01 0.7312  0.5451 1.866E-22 1.430E+04
2.018E-01 0.7349  0.5446 1.853E-22 1.401E+04
2.030E-01 0.7385  0.5444 1.840E-22 1.373E+04
2.042E-01 0.7418  0.5444 1.828E-22 1.346E+04
2.054E-01 0.7447  0.5445 1.816E-22 1.323E+04
2.065E-01 0.7472  0.5445 1.806E-22 1.302E+04
2.077E-01 0.7494  0.5444 1.796E-22 1.284E+04
2.089E-01 0.7513  0.5442 1.787E-22 1.268E+04
2.101E-01 0.7530  0.5438 1.777E-22 1.252E+04
2.113E-01 0.7550  0.5434 1.767E-22 1.235E+04
2.126E-01 0.7570  0.5429 1.757E-22 1.218E+04
2.138E-01 0.7590  0.5427 1.745E-22 1.200E+04
2.150E-01 0.7609  0.5428 1.733E-22 1.182E+04
2.163E-01 0.7628  0.5432 1.720E-22 1.164E+04
2.175E-01 0.7644  0.5438 1.707E-22 1.148E+04
2.188E-01 0.7658  0.5444 1.695E-22 1.133E+04
2.200E-01 0.7669  0.5449 1.683E-22 1.119E+04
2.213E-01 0.7679  0.5453 1.672E-22 1.107E+04
2.226E-01 0.7684  0.5457 1.660E-22 1.097E+04
2.239E-01 0.7689  0.5459 1.648E-22 1.086E+04
2.252E-01 0.7695  0.5461 1.635E-22 1.075E+04
2.265E-01 0.7700  0.5463 1.622E-22 1.065E+04
2.278E-01 0.7705  0.5466 1.609E-22 1.053E+04
2.291E-01 0.7712  0.5471 1.595E-22 1.041E+04
2.304E-01 0.7721  0.5478 1.581E-22 1.028E+04
2.317E-01 0.7730  0.5485 1.567E-22 1.015E+04
2.331E-01 0.7738  0.5491 1.555E-22 1.003E+04
2.344E-01 0.7746  0.5497 1.542E-22 9.913E+03
2.358E-01 0.7754  0.5501 1.530E-22 9.802E+03
2.371E-01 0.7761  0.5504 1.518E-22 9.698E+03
2.385E-01 0.7767  0.5505 1.507E-22 9.596E+03
2.399E-01 0.7773  0.5506 1.495E-22 9.496E+03
2.413E-01 0.7779  0.5506 1.483E-22 9.393E+03
2.427E-01 0.7785  0.5507 1.470E-22 9.291E+03
2.441E-01 0.7791  0.5509 1.458E-22 9.187E+03
2.455E-01 0.7797  0.5513 1.445E-22 9.080E+03
2.469E-01 0.7803  0.5518 1.433E-22 8.979E+03
2.483E-01 0.7808  0.5524 1.421E-22 8.887E+03
2.497E-01 0.7812  0.5529 1.410E-22 8.804E+03
2.512E-01 0.7815  0.5534 1.400E-22 8.725E+03
2.526E-01 0.7817  0.5538 1.389E-22 8.653E+03
2.541E-01 0.7817  0.5541 1.379E-22 8.588E+03
2.556E-01 0.7817  0.5543 1.370E-22 8.528E+03
2.570E-01 0.7816  0.5543 1.360E-22 8.469E+03
2.585E-01 0.7816  0.5544 1.350E-22 8.408E+03
2.600E-01 0.7816  0.5544 1.339E-22 8.344E+03
2.615E-01 0.7816  0.5546 1.329E-22 8.278E+03
2.630E-01 0.7817  0.5549 1.318E-22 8.210E+03
2.645E-01 0.7817  0.5553 1.308E-22 8.144E+03
2.661E-01 0.7817  0.5557 1.299E-22 8.084E+03
2.676E-01 0.7817  0.5561 1.289E-22 8.030E+03
2.692E-01 0.7816  0.5565 1.280E-22 7.978E+03
2.707E-01 0.7814  0.5569 1.272E-22 7.928E+03
2.723E-01 0.7812  0.5572 1.263E-22 7.883E+03
2.738E-01 0.7810  0.5574 1.255E-22 7.841E+03
2.754E-01 0.7806  0.5575 1.247E-22 7.802E+03
2.770E-01 0.7803  0.5575 1.239E-22 7.761E+03
2.786E-01 0.7800  0.5575 1.230E-22 7.719E+03
2.802E-01 0.7797  0.5576 1.221E-22 7.673E+03
2.818E-01 0.7795  0.5578 1.212E-22 7.625E+03
2.835E-01 0.7793  0.5581 1.204E-22 7.576E+03
2.851E-01 0.7791  0.5585 1.195E-22 7.531E+03
2.867E-01 0.7789  0.5590 1.187E-22 7.489E+03
2.884E-01 0.7786  0.5594 1.180E-22 7.449E+03
2.901E-01 0.7784  0.5597 1.172E-22 7.410E+03
2.917E-01 0.7781  0.5600 1.165E-22 7.372E+03
2.934E-01 0.7778  0.5603 1.158E-22 7.337E+03
2.951E-01 0.7775  0.5604 1.151E-22 7.303E+03
2.968E-01 0.7771  0.5604 1.144E-22 7.270E+03
2.985E-01 0.7768  0.5604 1.136E-22 7.234E+03
3.003E-01 0.7765  0.5604 1.129E-22 7.196E+03
3.020E-01 0.7762  0.5605 1.121E-22 7.156E+03
3.037E-01 0.7761  0.5607 1.113E-22 7.112E+03
3.055E-01 0.7760  0.5610 1.106E-22 7.066E+03
3.073E-01 0.7758  0.5613 1.098E-22 7.023E+03
3.090E-01 0.7757  0.5617 1.091E-22 6.982E+03
3.108E-01 0.7755  0.5620 1.084E-22 6.944E+03
3.126E-01 0.7754  0.5623 1.078E-22 6.906E+03
3.144E-01 0.7752  0.5626 1.071E-22 6.869E+03
3.162E-01 0.7750  0.5628 1.065E-22 6.834E+03
3.181E-01 0.7747  0.5630 1.058E-22 6.799E+03
3.199E-01 0.7745  0.5630 1.052E-22 6.765E+03
3.217E-01 0.7742  0.5631 1.045E-22 6.728E+03
3.236E-01 0.7741  0.5631 1.038E-22 6.690E+03
3.255E-01 0.7739  0.5632 1.031E-22 6.649E+03
3.273E-01 0.7738  0.5634 1.024E-22 6.607E+03
3.292E-01 0.7737  0.5637 1.017E-22 6.566E+03
3.311E-01 0.7736  0.5640 1.010E-22 6.526E+03
3.330E-01 0.7734  0.5644 1.004E-22 6.488E+03
3.350E-01 0.7733  0.5647 9.978E-23 6.452E+03
3.369E-01 0.7731  0.5650 9.917E-23 6.417E+03
3.388E-01 0.7729  0.5652 9.857E-23 6.384E+03
3.408E-01 0.7727  0.5654 9.798E-23 6.351E+03
3.428E-01 0.7725  0.5655 9.739E-23 6.319E+03
3.447E-01 0.7723  0.5655 9.679E-23 6.286E+03
3.467E-01 0.7721  0.5655 9.618E-23 6.252E+03
3.487E-01 0.7719  0.5655 9.556E-23 6.216E+03
3.508E-01 0.7718  0.5656 9.493E-23 6.179E+03
3.528E-01 0.7717  0.5657 9.430E-23 6.141E+03
3.548E-01 0.7716  0.5659 9.367E-23 6.102E+03
3.569E-01 0.7715  0.5661 9.306E-23 6.065E+03
3.589E-01 0.7714  0.5664 9.246E-23 6.029E+03
3.610E-01 0.7713  0.5666 9.189E-23 5.995E+03
3.631E-01 0.7711  0.5669 9.132E-23 5.963E+03
3.652E-01 0.7709  0.5670 9.077E-23 5.931E+03
3.673E-01 0.7707  0.5672 9.022E-23 5.901E+03
3.694E-01 0.7705  0.5672 8.967E-23 5.870E+03
3.715E-01 0.7702  0.5672 8.911E-23 5.840E+03
3.737E-01 0.7700  0.5672 8.854E-23 5.808E+03
3.758E-01 0.7698  0.5671 8.796E-23 5.775E+03
3.780E-01 0.7697  0.5671 8.738E-23 5.741E+03
3.802E-01 0.7695  0.5671 8.679E-23 5.706E+03
3.824E-01 0.7693  0.5672 8.621E-23 5.672E+03
3.846E-01 0.7692  0.5673 8.564E-23 5.638E+03
3.868E-01 0.7691  0.5675 8.508E-23 5.604E+03
3.890E-01 0.7689  0.5676 8.453E-23 5.572E+03
3.913E-01 0.7687  0.5677 8.399E-23 5.542E+03
3.936E-01 0.7685  0.5678 8.347E-23 5.512E+03
3.958E-01 0.7683  0.5678 8.294E-23 5.482E+03
3.981E-01 0.7680  0.5678 8.242E-23 5.453E+03
4.004E-01 0.7678  0.5677 8.189E-23 5.424E+03
4.027E-01 0.7676  0.5676 8.135E-23 5.393E+03
4.050E-01 0.7674  0.5675 8.081E-23 5.362E+03
4.074E-01 0.7672  0.5674 8.026E-23 5.331E+03
4.097E-01 0.7670  0.5673 7.971E-23 5.299E+03
4.121E-01 0.7668  0.5672 7.916E-23 5.266E+03
4.145E-01 0.7666  0.5672 7.862E-23 5.234E+03
4.169E-01 0.7664  0.5672 7.809E-23 5.203E+03
4.193E-01 0.7662  0.5672 7.756E-23 5.172E+03
4.217E-01 0.7660  0.5672 7.704E-23 5.142E+03
4.241E-01 0.7658  0.5671 7.653E-23 5.112E+03
4.266E-01 0.7656  0.5670 7.602E-23 5.084E+03
4.290E-01 0.7653  0.5669 7.551E-23 5.055E+03
4.315E-01 0.7651  0.5668 7.500E-23 5.026E+03
4.340E-01 0.7648  0.5666 7.449E-23 4.997E+03
4.365E-01 0.7646  0.5663 7.398E-23 4.968E+03
4.390E-01 0.7643  0.5661 7.346E-23 4.939E+03
4.416E-01 0.7640  0.5659 7.294E-23 4.909E+03
4.441E-01 0.7638  0.5657 7.242E-23 4.879E+03
4.467E-01 0.7635  0.5655 7.190E-23 4.850E+03
4.493E-01 0.7633  0.5653 7.139E-23 4.821E+03
4.519E-01 0.7630  0.5652 7.088E-23 4.792E+03
4.545E-01 0.7627  0.5650 7.037E-23 4.764E+03
4.571E-01 0.7624  0.5648 6.987E-23 4.736E+03
4.597E-01 0.7621  0.5646 6.938E-23 4.708E+03
4.624E-01 0.7618  0.5643 6.889E-23 4.681E+03
4.651E-01 0.7614  0.5641 6.840E-23 4.654E+03
4.677E-01 0.7611  0.5637 6.791E-23 4.628E+03
4.704E-01 0.7607  0.5634 6.741E-23 4.601E+03
4.732E-01 0.7604  0.5631 6.692E-23 4.574E+03
4.759E-01 0.7600  0.5627 6.643E-23 4.547E+03
4.786E-01 0.7597  0.5623 6.594E-23 4.520E+03
4.814E-01 0.7593  0.5620 6.545E-23 4.493E+03
4.842E-01 0.7590  0.5616 6.496E-23 4.466E+03
4.870E-01 0.7586  0.5612 6.447E-23 4.440E+03
4.898E-01 0.7582  0.5608 6.399E-23 4.414E+03
4.926E-01 0.7578  0.5605 6.351E-23 4.388E+03
4.955E-01 0.7574  0.5601 6.304E-23 4.362E+03
4.983E-01 0.7570  0.5596 6.257E-23 4.337E+03
5.012E-01 0.7566  0.5592 6.209E-23 4.311E+03
5.041E-01 0.7562  0.5587 6.162E-23 4.286E+03
5.070E-01 0.7557  0.5582 6.116E-23 4.261E+03
5.099E-01 0.7553  0.5577 6.069E-23 4.236E+03
5.129E-01 0.7548  0.5572 6.022E-23 4.211E+03
5.158E-01 0.7544  0.5567 5.976E-23 4.187E+03
5.188E-01 0.7539  0.5561 5.930E-23 4.162E+03
5.218E-01 0.7535  0.5556 5.884E-23 4.137E+03
5.248E-01 0.7530  0.5550 5.838E-23 4.113E+03
5.278E-01 0.7525  0.5544 5.792E-23 4.089E+03
5.309E-01 0.7520  0.5539 5.747E-23 4.065E+03
5.339E-01 0.7515  0.5533 5.701E-23 4.041E+03
5.370E-01 0.7510  0.5526 5.656E-23 4.017E+03
5.401E-01 0.7505  0.5520 5.612E-23 3.993E+03
5.433E-01 0.7500  0.5514 5.567E-23 3.970E+03
5.464E-01 0.7495  0.5507 5.522E-23 3.946E+03
5.495E-01 0.7489  0.5500 5.478E-23 3.923E+03
5.527E-01 0.7484  0.5493 5.434E-23 3.900E+03
5.559E-01 0.7479  0.5486 5.391E-23 3.877E+03
5.591E-01 0.7473  0.5479 5.347E-23 3.854E+03
5.623E-01 0.7467  0.5471 5.304E-23 3.831E+03
5.656E-01 0.7462  0.5464 5.261E-23 3.809E+03
5.689E-01 0.7456  0.5456 5.218E-23 3.786E+03
5.721E-01 0.7450  0.5448 5.175E-23 3.764E+03
5.754E-01 0.7444  0.5440 5.133E-23 3.742E+03
5.788E-01 0.7438  0.5432 5.090E-23 3.720E+03
5.821E-01 0.7432  0.5424 5.048E-23 3.698E+03
5.855E-01 0.7426  0.5415 5.006E-23 3.676E+03
5.888E-01 0.7420  0.5407 4.965E-23 3.654E+03
5.922E-01 0.7413  0.5398 4.923E-23 3.633E+03
5.957E-01 0.7407  0.5389 4.882E-23 3.611E+03
5.991E-01 0.7400  0.5380 4.841E-23 3.590E+03
6.026E-01 0.7394  0.5371 4.800E-23 3.568E+03
6.060E-01 0.7387  0.5362 4.760E-23 3.547E+03
6.095E-01 0.7380  0.5352 4.719E-23 3.526E+03
6.131E-01 0.7374  0.5343 4.679E-23 3.506E+03
6.166E-01 0.7367  0.5333 4.640E-23 3.485E+03
6.202E-01 0.7360  0.5324 4.600E-23 3.464E+03
